1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48
3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72
4,8,12,16,20,24,27.969,31.902,35.859,39.831,43.831,47.765,51.569,55.329,59.059,62.808,66.616,70.541,74.541,78.541,82.541,86.541,90.541,94.541
5,10,15,20,25,30,34.788,39.384,44.071,48.737,53.243,57.478,61.573,65.784,69.965,74.012,78.071,82.353,87.016,91.992,96.992,101.99,106.99,111.99
6,12,18,24,30,36,41.522,46.702,51.792,56.694,61.459,66.18,70.925,75.898,80.827,85.506,89.996,94.545,99.451,104.9,110.81,116.81,122.81,128.81
7,14,21,28,35,41.937,48.02,53.471,58.702,63.91,69.333,74.89,80.506,86.373,92.208,97.8,103.13,108.21,113.4,119.06,125.38,132.33,139.33,146.33
8,16,24,32,39.996,47.749,54.18,59.749,65.224,71.063,77.314,83.741,90.251,97.047,103.84,110.43,116.75,122.74,128.52,134.49,141.04,148.6,156.6,164.6
9,18,27,36,44.996,53.545,60.137,65.898,71.957,78.529,85.514,92.733,100.12,107.85,115.6,123.08,130.24,137.09,143.76,150.33,157.11,165.04,173.95,182.95
10,20,30,40,49.996,59.133,65.808,71.965,78.624,85.71,93.098,100.77,108.93,117.58,126.11,134.1,141.83,149.4,156.87,164.27,171.37,179.57,189.36,199.36
11,22,33,44,54.996,64.573,71.388,78.145,85.467,93.212,101.23,109.39,118.19,127.75,137.07,145.72,154.17,162.59,170.98,179.3,186.91,195.32,205.95,216.95
12,23.992,35.98,47.973,59.969,70.239,77.357,84.831,92.678,100.79,109.24,117.95,127.41,137.89,148.03,157.25,166.13,175.08,184.24,193.52,201.72,210.52,222.11,234.11
13,25.906,38.761,51.608,64.353,75.114,82.749,90.98,99.545,108.34,117.51,126.93,137.18,148.59,159.64,169.75,179.42,189.17,199.22,209.43,218.35,227.87,240.46,253.46
14,27.898,41.733,55.573,69.043,80.216,88.463,97.478,106.92,116.62,126.64,136.76,147.83,160.19,172.14,183.11,193.73,204.47,215.52,226.71,236.41,246.83,260.39,274.39
15,29.898,44.725,59.565,73.651,85.184,94.078,103.84,114.11,124.6,135.36,146.07,157.68,170.77,183.48,195.32,206.7,218.37,230.38,242.51,253.07,264.31,278.62,293.46
16,31.898,47.714,63.514,78.494,90.651,100.14,110.58,121.52,132.67,144.18,155.64,168.02,181.99,195.65,208.47,220.66,233.04,245.92,258.92,270.33,282.37,297.55,313.28
17,33.898,50.714,67.498,83.471,96.518,106.57,117.68,129.35,141.22,153.35,165.42,178.46,193.15,207.57,221.16,234.18,247.42,261.18,275.09,287.42,300.42,316.58,333.26
18,35.898,53.714,71.471,88.404,102.42,113.22,125.05,137.39,149.93,162.75,175.5,189.19,204.6,219.87,234.37,248.26,262.38,277.03,291.89,305.21,319.2,336.36,354.03
19,37.898,56.671,75.412,93.282,108.15,119.77,132.46,145.45,158.57,172.07,185.57,200.04,216.28,232.45,247.86,262.62,277.56,293.13,308.99,323.31,338.3,356.46,375.12
20,39.898,59.624,79.349,98.192,113.98,126.5,139.95,153.54,167.21,181.31,195.51,210.73,227.79,244.83,261.07,276.63,292.39,308.85,325.71,341.03,357.02,376.18,395.84
21,41.898,62.624,83.349,103.18,119.95,133.45,147.5,161.75,175.97,190.58,205.25,220.96,238.59,256.27,273.23,289.58,306.21,323.57,341.34,357.6,374.58,394.75,415.41
22,43.89,65.584,87.267,108.01,125.61,139.87,154.54,169.4,184.25,199.43,214.6,230.81,249.02,267.42,285.21,302.45,319.94,338.24,356.98,374.23,392.21,413.37,435.03
22.992,45.686,68.2,90.588,112.06,130.38,145.33,160.65,176.14,191.67,207.51,223.33,240.23,259.2,278.45,297.15,315.28,333.62,352.76,372.42,390.64,409.62,431.78,454.44
23.98,47.447,70.816,93.949,116.17,135.24,150.91,166.93,183.1,199.31,215.87,232.36,249.95,269.68,289.76,309.34,328.34,347.54,367.57,388.11,407.23,427.13,450.26,473.92
