1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,13.996,15.996,17.996,19.992,21.914,23.773,25.675,27.353,28.961,30.808,32.8,34.8,36.8,38.8,40.8,42.8,44.8,46.8
3,6,9,12,15,18,20.996,23.98,26.808,29.376,31.729,33.965,36.22,38.122,39.969,42.18,44.761,47.651,50.651,53.651,56.651,59.651,62.651,65.651
4,8,12,16,20,24,27.886,31.349,34.529,37.447,40.149,42.714,45.267,47.435,49.529,51.945,54.839,58.102,61.753,65.733,69.733,73.733,77.733,81.733
5,10,15,20,25,29.906,34.216,37.996,41.514,44.769,47.8,50.69,53.608,56.094,58.482,61.212,64.369,67.882,71.796,76.369,81.369,86.369,91.369,96.369
6,12,18,24,30,35.431,40.047,44.173,48.024,51.6,54.949,58.165,61.42,64.263,67.008,70.102,73.596,77.412,81.604,86.471,92.29,98.29,104.29,110.29
7,14,21,28,34.922,40.722,45.702,50.333,54.553,58.545,62.318,66.059,70.035,73.596,76.847,80.212,83.945,88.11,92.62,97.729,104.18,111.18,118.18,125.18
8,16,24,32,39.753,45.8,51.325,56.898,62.075,67.059,71.824,76.561,81.537,86.078,90.243,94.224,98.561,103.45,108.54,113.89,120.94,128.94,136.94,144.94
9,18,26.996,35.996,44.545,50.847,57.125,63.698,69.875,75.859,81.624,87.361,93.333,98.871,104.04,109.02,114.35,120.24,126.13,131.73,139.42,148.42,157.42,166.42
10,20,29.992,39.992,49.278,55.969,63.196,70.514,77.298,83.8,90.051,96.396,103.11,109.3,115,120.47,126.37,132.89,139.56,145.54,153.91,163.91,173.91,183.91
11,22,32.992,43.992,54.004,61.294,69.439,77.369,84.573,91.345,97.91,104.67,112.27,119.07,125.04,130.75,136.95,143.89,151.28,157.8,166.83,177.83,188.83,199.83
12,24,35.992,47.992,58.824,66.941,76.086,84.98,93.016,100.48,107.73,115.33,123.92,131.64,138.3,144.66,151.56,159.36,167.69,175.02,184.78,196.76,208.76,220.75
13,26,38.992,51.988,63.78,72.804,82.902,92.788,101.82,110.29,118.54,127.13,136.72,145.44,153.08,160.43,168.34,177.12,186.38,194.53,205.22,218.2,231.2,244.18
14,28,41.992,55.984,68.761,78.659,89.588,100.4,110.4,119.78,128.92,138.25,148.6,158,166.45,174.74,183.61,193.32,203.37,212.36,224.02,237.99,251.98,265.94
15,30,44.988,59.976,73.749,84.584,96.325,107.98,118.84,129.08,139.15,149.21,160.15,170.15,179.39,188.6,198.35,208.89,219.71,229.6,242.25,257.2,272.17,287.13
15.996,31.937,47.882,63.831,78.541,90.275,102.78,115.28,127,137.97,148.74,159.55,171.18,181.85,191.81,201.64,212.12,223.43,235,245.85,259.48,275.42,291.37,307.3
16.965,33.388,49.737,66.106,81.235,93.643,107.01,120.24,132.73,144.42,155.94,167.52,179.87,191.29,201.97,212.51,223.69,235.7,247.91,259.42,273.76,290.41,307.08,323.72
17.922,34.639,51.239,67.894,83.337,96.635,111,124.96,138.12,150.54,162.9,175.24,188.2,200.25,211.71,223.03,234.8,247.6,260.54,272.18,286.69,303.49,320.31,337.11
18.89,36.035,52.957,69.871,85.855,100.15,115.52,130.45,144.24,157.22,170.27,183.31,196.94,209.65,221.75,233.64,246.18,259.97,273.91,286.14,300.94,318.18,335.44,352.67
19.859,37.408,54.612,71.776,88.247,103.55,119.91,135.84,150.62,164.25,177.75,191.18,205.2,218.27,230.84,243.55,257.09,271.88,286.82,299.86,314.99,332.64,350.38,368.16
20.827,38.749,56.231,73.663,90.443,106.68,124.05,140.98,156.65,170.81,184.61,198.36,212.78,226.55,240.07,253.78,268.31,284.11,300.05,313.65,329.1,347.08,365.14,383.24
21.788,40.173,57.992,75.682,92.725,109.47,127.58,145.11,161.28,175.8,189.89,203.89,218.44,232.69,247.09,261.8,277.34,294.14,310.83,324.76,340.56,358.87,377.26,395.69
22.745,41.608,59.824,77.753,95.055,111.97,130.41,148.82,165.89,181.26,195.87,210.14,225.02,239.84,254.78,270.18,286.67,304.33,321.34,335.62,351.75,370.38,389.1,407.86
23.702,42.961,61.612,79.816,97.373,114.53,133.18,152.19,170.26,186.63,201.82,216.34,231.8,247.63,263.54,279.56,296.34,314.42,331.75,346.37,362.84,381.8,400.84,419.93
