1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48
3,6,9,12,15,18,21,24,26.965,29.796,32.49,35.071,37.616,40.184,42.867,45.706,48.678,51.678,54.678,57.678,60.678,63.678,66.678,69.678
4,8,12,16,20,24,27.953,31.475,34.635,37.557,40.302,42.937,45.533,48.153,50.894,53.855,57.078,60.624,64.569,68.569,72.569,76.569,80.569,84.569
5,10,15,20,25,30,34.329,37.867,41.149,44.286,47.322,50.247,53.086,55.988,59.039,62.247,65.631,69.255,73.533,78.482,83.482,88.482,93.482,98.482
6,12,18,24,30,35.722,40.188,44.098,47.847,51.498,55.09,58.6,62.031,65.557,69.243,73.09,77.094,81.263,85.808,91.243,97.243,103.24,109.24,115.24
7,14,21,28,34.996,41.016,45.882,50.345,54.604,58.761,62.894,66.996,71.051,75.204,79.506,83.996,88.671,93.565,98.776,104.45,111.28,118.28,125.28,132.28
8,16,23.671,31.227,38.769,44.996,50.337,55.302,60.051,64.729,69.42,74.118,78.761,83.502,88.439,93.588,98.902,104.44,110.33,116.35,123.82,131.82,139.82,147.82
9,18,26.004,33.659,41.329,47.824,53.671,59.063,64.196,69.333,74.565,79.89,85.165,90.537,96.09,101.8,107.63,113.72,120.26,126.71,134.74,143.74,152.74,161.74
10,20,28.333,36.094,43.906,50.706,56.945,62.576,67.933,73.275,78.718,84.408,90.263,96.118,101.94,107.89,114.05,120.5,127.51,134.48,143.13,153.13,163.13,173.13
10.984,21.933,30.945,39.294,47.588,54.714,61.361,67.267,72.878,78.506,84.255,90.302,96.725,103.14,109.32,115.54,121.99,128.78,136.33,143.84,153.13,164.13,175.13,186.13
11.945,23.808,33.608,42.675,51.533,59.067,66.173,72.533,78.573,84.608,90.769,97.216,104.19,111.17,117.85,124.54,131.52,138.91,147.09,155.21,165.07,177.03,189.03,201.03
12.89,25.651,36.2,45.929,55.365,63.325,70.894,77.776,84.329,90.824,97.447,104.38,111.93,119.55,126.84,134.15,141.74,149.79,158.6,167.37,178,190.96,203.96,216.96
13.824,27.467,38.78,49.188,59.255,67.682,75.671,82.992,90.016,96.976,104.02,111.39,119.55,127.75,135.53,143.45,151.69,160.32,169.73,179.13,190.66,204.62,218.62,232.62
14.749,29.267,41.365,52.482,63.212,72.2,80.561,88.298,95.8,103.25,110.67,118.23,126.72,135.2,143.34,151.93,160.8,170.05,180.01,190.12,202.65,217.62,232.62,247.62
15.671,31.075,43.8,55.318,66.431,75.773,84.486,92.608,100.56,108.43,116.09,123.78,132.53,141.25,149.6,158.55,167.98,177.79,188.27,199.24,212.78,228.74,244.74,260.74
16.588,32.898,46.075,57.592,68.706,78.098,87.298,95.761,104.05,112.09,119.95,127.93,137.03,146.13,154.84,164.07,173.85,184.16,195.18,207.1,221.64,238.6,255.6,272.6
17.502,34.71,48.384,59.902,71.016,80.451,90.286,99.165,107.73,116.06,124.23,132.58,142.09,151.62,160.78,170.46,180.65,191.36,202.84,215.3,230.78,248.75,266.75,284.75
18.408,36.478,50.89,62.984,74.651,84.612,95.129,104.46,113.25,121.84,130.31,139,148.88,158.8,168.41,178.56,189.11,200.24,212.23,224.87,240.61,259.04,277.76,296.68
19.294,38.192,53.412,66.298,78.71,89.259,100.12,109.65,118.73,127.56,136.31,145.36,155.65,166.02,176.09,186.63,197.57,209.18,221.71,234.93,250.8,269.36,288.09,307.34
20.137,39.82,55.8,69.278,81.984,92.592,103.47,113.2,122.66,131.75,140.76,150.07,160.64,171.28,181.65,192.6,204.04,216.18,229.24,243.3,259.24,277.96,296.79,316.33
20.969,41.282,57.553,71.082,83.792,94.435,105.41,115.35,125.46,134.84,144.16,153.82,164.7,175.68,186.48,197.92,209.9,222.45,236.22,251.09,267.04,285.84,304.82,324.73
21.384,41.745,58.016,71.569,84.306,95.012,106.11,116.31,127.2,137.27,146.91,156.93,168.24,179.65,190.9,202.81,215.24,228.38,243.15,258.47,274.43,293.23,312.29,332.56
21.733,42.271,58.749,72.529,85.494,96.443,107.85,118.4,130.08,141.06,151.55,162.31,174.33,186.43,198.36,211.01,224.31,238.45,254.09,269.67,285.82,304.82,324.1,344.82
