1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,18,19.973,21.847,23.663,25.498,27.361,29.251,31.243,33.243,35.243,37.243,39.243,41.243,43.243,45.243,47.243
3,6,8.9961,11.996,14.996,17.996,20.996,23.875,26.424,28.702,30.725,32.659,34.624,36.643,38.702,41.106,43.851,46.835,49.835,52.835,55.831,58.827,61.827,64.827
4,8,11.984,15.961,19.949,23.925,27.471,30.529,33.149,35.51,37.655,39.722,41.812,43.965,46.141,48.624,51.439,54.776,58.545,62.545,66.537,70.529,74.529,78.529
4.9922,9.9765,14.957,19.902,24.827,29.192,32.886,36.216,39.196,41.992,44.643,47.196,49.71,52.29,54.922,57.816,60.906,64.373,68.271,72.961,77.953,82.941,87.937,92.937
5.9922,11.961,17.929,23.875,29.325,33.867,38.145,42.196,45.89,49.38,52.733,56,59.227,62.541,65.902,69.537,73.341,77.447,81.776,86.71,92.514,98.502,104.49,110.49
6.8549,13.667,20.635,27.537,33.294,38.239,43.255,48.071,52.49,56.671,60.725,64.733,68.729,72.804,76.922,81.318,85.941,90.922,96.067,101.38,107.62,114.6,121.6,128.6
7.5529,14.98,22.949,30.796,36.89,42.271,48.016,53.596,58.765,63.655,68.412,73.122,77.82,82.588,87.408,92.565,98.027,103.89,109.87,115.66,122.36,130.35,138.34,146.34
8.2392,16.224,25.192,34.031,40.573,46.51,52.859,58.894,64.49,69.788,75.024,80.388,85.749,91.043,96.31,101.96,107.95,114.39,121.11,127.53,134.76,143.75,152.75,161.74
9.0941,17.792,27.737,37.576,44.678,51.227,57.965,64.31,70.18,75.71,81.224,87.153,93.192,99.153,104.84,110.73,117.01,123.85,131.08,138.14,146.01,156,165.99,175.99
10.055,19.576,30.49,41.192,48.843,56.118,63.514,70.353,76.608,82.42,88.235,94.769,101.53,108.28,114.45,120.67,127.43,134.89,142.92,150.8,159.29,170.16,181.15,192.15
11,21.31,33.192,44.667,52.906,60.89,68.918,76.376,83.239,89.604,96.031,103.31,110.81,118.47,125.43,132.34,139.81,147.98,156.76,165.49,174.78,186.46,198.45,210.45
11.953,23.106,35.945,48.318,57.133,65.843,74.588,82.729,90.231,97.239,104.39,112.41,120.69,129.25,137.12,144.87,153.1,162.07,171.7,181.33,191.34,203.89,216.88,229.88
12.925,24.961,38.741,52.082,61.643,71.086,80.573,89.443,97.655,105.29,113.1,121.85,130.95,140.38,149.07,157.66,166.74,176.58,187.09,197.63,208.49,222,236,249.99
13.843,26.596,41.286,55.62,66.129,76.357,86.592,96.227,105.18,113.47,121.83,131.14,140.94,151.02,160.38,169.73,179.69,190.47,201.9,213.36,225.2,239.7,254.69,269.69
14.545,27.373,42.906,58.212,69.718,80.792,91.765,102.16,111.78,120.64,129.57,139.45,149.85,160.55,170.58,180.62,191.33,203.02,215.36,227.76,240.6,256.1,272.09,288.08
15.247,28.094,44.396,60.682,73.157,85.176,96.894,108.03,118.3,127.68,137.12,147.54,158.47,169.76,180.42,191.06,202.49,215.08,228.33,241.69,255.53,272.04,289.03,306.02
16.039,29.216,46.282,63.545,76.992,89.996,102.48,114.28,125.19,135.2,145.27,156.31,167.78,179.7,191.14,202.57,214.78,228.22,242.37,256.73,271.57,289.07,307.06,325.04
17.039,31.216,49.161,67.373,81.788,95.769,109.07,121.49,133,143.6,154.25,165.85,177.87,190.45,202.61,214.77,227.73,241.97,257.03,272.38,288.22,306.73,325.71,344.68
18.035,33.212,52.051,71.173,86.565,101.53,115.63,128.71,140.83,152,163.22,175.37,187.97,201.16,213.97,226.83,240.55,255.6,271.51,287.82,304.65,324.16,344.14,364.11
19.008,35.106,54.851,74.91,91.267,107.1,121.87,135.62,148.4,160.18,171.99,184.73,197.96,211.79,225.29,238.88,253.38,269.24,285.75,302.29,319.75,340.24,361.22,382.19
19.98,37.027,57.71,78.729,95.984,112.31,127.57,141.97,155.44,167.88,180.32,193.72,207.62,222.16,236.39,250.68,265.92,282.45,299.44,316.21,334.21,355.62,377.58,399.55
20.961,38.957,60.537,82.51,100.65,117.18,132.7,147.52,161.55,174.61,187.67,201.73,216.3,231.53,246.41,261.36,277.23,294.24,311.51,328.49,347.19,369.54,392.41,415.23
21.933,40.718,63.039,85.784,104.8,121.83,137.54,152.6,166.95,180.47,194.12,208.82,224.02,239.85,255.29,270.82,287.15,304.45,321.88,339.33,358.81,382.01,405.72,429.33
