1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,7.9961,9.9961,11.996,13.996,15.996,17.996,19.996,21.996,23.996,25.996,27.996,29.996,31.996,33.996,35.996,37.996,39.996,41.996,43.996,45.996,47.996
3,6,9,11.996,14.996,17.992,20.992,23.992,26.992,29.98,32.929,35.843,38.749,41.667,44.6,47.553,50.545,53.545,56.545,59.545,62.545,65.545,68.545,71.545
3.9961,7.9843,11.984,15.98,19.976,23.973,27.945,31.882,35.769,39.573,43.255,46.902,50.553,54.208,57.875,61.584,65.435,69.38,73.357,77.341,81.341,85.341,89.341,93.341
4.9922,9.9686,14.961,19.953,24.925,29.592,34.059,38.8,43.502,48.067,52.478,56.871,61.263,65.667,70.082,74.569,79.231,84.043,88.945,93.573,98.29,103.29,108.29,113.29
5.9922,11.965,17.945,23.937,29.643,34.537,39.651,45.251,50.761,56.102,61.286,66.447,71.616,76.8,82,87.278,92.773,98.494,104.38,109.92,115.02,120.76,126.76,132.76
6.9922,13.957,20.937,27.902,34.035,39.333,45.286,51.729,58.059,64.192,70.153,76.102,82.078,88.063,94.059,100.11,106.45,113.09,119.96,126.5,132.31,138.46,145.43,152.43
7.9922,15.925,23.906,31.796,38.251,44.051,50.855,58.157,65.322,72.255,78.973,85.675,92.412,99.153,105.9,112.72,119.9,127.5,135.37,142.91,149.6,156.15,163.95,171.95
8.9922,17.918,26.898,35.678,42.498,48.851,56.49,64.561,72.404,80.031,87.51,95.004,102.55,110.1,117.65,125.26,133.22,141.56,150.24,158.76,166.31,173.4,181.95,190.95
9.9922,19.914,29.894,39.588,46.89,53.776,62.161,70.737,79.09,87.169,95.165,103.31,111.64,120.1,128.44,136.69,145.16,154.02,163.25,172.58,180.97,188.69,198.11,208.11
10.992,21.91,32.89,43.478,51.349,58.816,67.957,77.204,86.196,94.741,103.2,111.82,120.91,130.24,139.38,148.14,157.04,166.54,176.6,186.85,196.11,204.53,214.84,225.84
11.992,23.898,35.878,47.29,55.855,63.929,73.902,83.882,93.62,102.81,111.84,121.14,131,141.21,151.26,160.71,170.28,180.64,191.62,202.85,213,222.22,233.45,245.44
12.992,25.875,38.855,51.133,60.31,69.055,79.902,90.722,101.24,111.14,120.85,130.96,141.58,152.67,163.72,174.06,184.41,195.62,207.57,219.8,230.88,240.88,253.05,266.04
13.984,27.831,41.812,55.039,64.898,74.353,86.071,97.761,109.14,119.77,130.1,141,152.42,164.41,176.44,187.59,198.75,210.9,223.84,237.07,249.1,260.02,273.18,287.16
14.98,29.804,44.776,58.996,69.737,79.933,92.467,105.02,117.19,128.44,139.37,150.88,163.01,175.77,188.53,200.42,212.28,225.27,239.21,253.42,266.4,278.29,292.45,307.44
15.98,31.78,47.733,62.941,74.675,85.725,98.996,112.3,125.09,136.92,148.47,160.61,173.34,186.73,200.2,212.89,225.5,239.15,253.99,269.16,283.09,295.99,311.15,327.13
16.98,33.753,50.671,66.847,79.557,91.537,105.54,119.55,132.93,145.34,157.6,170.4,183.74,197.84,212.11,225.7,239,253.32,269.05,285.18,300.09,313.99,330.15,347.13
17.98,35.718,53.588,70.71,84.373,97.263,111.89,126.53,140.54,153.62,166.58,180.05,194.02,208.84,223.94,238.36,252.42,267.5,284.11,300.96,316.84,331.73,348.89,366.87
18.98,37.667,56.467,74.529,89.098,102.51,117.43,132.72,147.37,161.17,174.76,188.84,203.42,218.92,234.71,249.9,264.84,280.78,298,314.92,331.2,347.04,365.19,384.17
19.98,39.612,59.333,78.239,93.314,107.02,122.28,138.31,153.55,167.96,182.24,196.99,212.27,228.49,245.06,261.12,276.88,293.64,311.35,328.36,344.86,361.12,380.2,400.18
20.98,41.345,61.498,80.788,96.184,110.19,125.8,142.55,158.47,173.47,188.37,203.79,219.74,236.67,253.97,270.75,287.25,304.85,323.35,340.75,357.42,374.02,393.53,414.11
21.957,42.671,63.157,82.784,98.486,112.82,128.72,146.01,162.62,178.29,193.8,209.84,226.44,244.03,262,279.5,296.8,315.17,334.38,352.29,369.1,386.06,405.92,426.81
22.937,44.024,64.871,84.922,100.98,115.62,131.79,149.43,166.54,182.82,198.98,215.65,232.85,251.04,269.69,287.96,306,325.02,344.83,363.2,380.2,397.5,417.74,438.96
23.925,45.263,66.333,86.737,103.2,118.17,134.56,152.5,170.05,186.84,203.55,220.82,238.63,257.49,276.89,295.85,314.46,334.01,354.4,373.21,390.39,408,428.6,450.03
