0.90588,1.8196,2.7333,3.6549,4.5765,5.4902,6.3961,7.2941,8.1765,9.0667,9.9647,10.859,11.761,12.671,13.596,14.518,15.451,16.4,17.357,18.294,19.227,20.176,21.102,21.957
1.8196,3.6549,5.4667,7.2667,9.0431,10.816,12.592,14.345,16.094,17.855,19.62,21.376,23.141,24.933,26.733,28.522,30.282,31.969,33.682,35.38,37.09,38.729,40.482,42.255
2.7294,5.4745,8.1255,10.776,13.38,15.98,18.596,21.188,23.808,26.408,29.035,31.655,34.294,36.984,39.675,42.361,45.012,47.565,50.173,52.765,55.337,57.576,60.106,62.804
3.6314,7.2745,10.773,14.306,17.796,21.294,24.808,28.22,31.482,34.596,37.875,41.239,44.518,48.027,51.643,55.247,58.824,62.314,65.863,69.388,72.863,75.741,79.051,82.667
4.5333,9.0784,13.416,17.82,22.196,26.471,30.565,34.365,37.91,41.298,44.871,48.565,52.145,56.047,60.4,64.914,69.396,73.796,78.263,82.698,87.063,90.616,94.71,99.243
5.4392,10.886,16.051,21.325,26.51,31.188,35.584,39.678,43.498,47.165,51.004,54.976,58.867,63.075,67.808,73.102,78.49,83.78,89.149,94.498,99.761,104.04,108.93,114.4
6.3529,12.694,18.69,24.839,30.561,35.514,40.2,44.584,48.671,52.604,56.706,60.953,65.11,69.608,74.627,80.318,86.529,92.698,98.961,105.2,111.35,116.38,122.09,128.49
7.2667,14.49,21.298,28.259,34.376,39.616,44.592,49.267,53.6,57.792,62.2,66.741,71.149,75.914,81.22,87.184,93.98,101.04,108.2,115.34,122.38,128.19,134.73,142.07
8.1686,16.271,23.906,31.475,37.875,43.388,48.624,53.541,58.173,62.788,67.8,72.894,77.639,82.659,88.235,94.447,101.77,109.71,117.74,125.76,133.71,140.32,147.69,155.97
9.051,18.024,26.482,34.718,41.412,47.18,52.678,58,63.192,68.475,74.169,79.906,85.11,90.392,96.227,102.68,110.61,119.37,128.23,137.09,145.91,153.31,161.51,170.74
9.9176,19.757,29.004,37.953,44.953,50.969,56.827,62.725,68.596,74.498,80.671,86.878,92.545,98.184,104.27,110.99,119.58,129.13,138.76,148.42,158.05,166.18,175.18,185.33
10.729,21.38,31.412,41.122,48.506,54.769,61.016,67.349,73.769,80.235,86.882,93.541,99.733,105.85,112.21,119.32,128.64,138.94,149.34,159.77,170.19,179.06,188.85,199.82
11.522,22.969,33.784,44.286,52.333,58.992,65.69,72.51,79.482,86.533,93.749,101.01,107.85,114.53,121.29,128.87,138.9,149.94,161.11,172.3,183.51,193.13,203.71,215.49
12.318,24.561,36.157,47.424,56.247,63.475,70.765,78.204,85.769,93.4,101.23,109.16,116.64,123.88,131.07,139.16,149.88,161.66,173.58,185.55,197.52,207.89,219.26,231.85
13.114,26.153,38.529,50.565,60.169,67.992,75.878,83.969,92.035,100.14,108.49,117.11,125.21,132.97,140.61,149.24,160.68,173.2,185.89,198.62,211.37,222.48,234.65,248.04
13.91,27.745,40.902,53.702,64.09,72.553,81,89.706,98.302,106.95,115.87,125.11,133.8,142.07,150.18,159.44,171.59,184.84,198.28,211.78,225.29,237.15,250.11,264.31
14.706,29.341,43.275,56.827,68,77.173,86.165,95.447,104.51,113.59,122.99,132.84,142.13,150.91,159.53,169.49,182.35,196.32,210.5,224.76,239.04,251.65,265.41,280.42
15.502,30.933,45.647,59.965,71.914,81.859,91.439,101.3,110.93,120.58,130.59,141.08,150.95,160.2,169.29,179.95,193.52,208.22,223.15,238.16,253.22,266.57,281.13,296.95
16.298,32.525,48.016,63.094,75.812,86.525,96.749,107.15,117.38,127.66,138.3,149.36,159.76,169.39,178.91,190.22,204.53,219.95,235.62,251.39,267.21,281.3,296.65,313.27
17.094,34.122,50.388,66.22,79.702,91.184,102.11,112.98,123.68,134.45,145.55,157.06,167.87,177.88,187.79,199.5,214.44,230.56,246.97,263.5,280.07,294.9,311.04,328.47
17.89,35.714,52.761,69.349,83.573,95.608,106.94,118.17,129.27,140.45,151.97,163.9,175.11,185.61,195.93,207.94,223.23,239.8,256.87,274.1,291.42,306.98,323.91,342.17
18.682,37.302,55.118,72.322,87.012,99.392,111.09,122.71,134.27,145.87,157.81,170.19,181.91,192.97,203.74,216.08,231.74,248.69,266.19,283.91,301.8,317.97,335.73,354.9
19.506,38.953,57.475,75.106,90.176,102.9,114.92,126.86,138.87,151.05,163.53,176.47,188.8,200.47,211.62,224.29,240.33,257.62,275.56,293.76,312.05,328.68,347.21,367.28
20.376,40.702,59.886,77.847,93.247,106.27,118.58,130.82,143.28,156.09,169.21,182.77,195.74,207.89,219.32,232.27,248.66,266.25,284.61,303.25,321.9,338.92,358.2,379.17
