1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,18,20,22,24,25.992,27.992,29.992,31.992,33.992,35.992,37.992,39.992,41.992,43.992,45.992,47.992
3,6,9,12,15,18,21,24,27,30,33,36,38.992,41.988,44.984,47.98,50.976,53.965,56.945,59.945,62.945,65.945,68.945,71.945
4,7.9882,11.973,15.961,19.937,23.91,27.886,31.82,35.675,39.529,43.463,47.447,51.416,55.392,59.376,63.365,67.357,71.322,75.251,79.247,83.243,87.239,91.235,95.231
4.9098,9.8275,14.753,19.706,24.635,29.58,34.306,38.671,42.871,47.071,51.443,56.169,61.11,66.071,71.043,76.02,81.004,85.957,90.808,95.675,100.55,105.42,110.29,115.16
5.7882,11.655,17.549,23.482,29.388,35.059,40.243,45.071,49.682,54.357,59.235,64.424,70,75.933,81.886,87.835,93.796,99.733,105.5,111.21,116.93,122.65,128.36,134.08
6.6941,13.514,20.373,27.29,34,40.2,45.988,51.42,56.624,61.882,67.322,73.063,79.078,85.855,92.804,99.737,106.68,113.6,120.28,126.84,133.41,139.98,146.55,153.11
7.6275,15.404,23.224,31.122,38.439,45.129,51.447,57.463,63.302,69.176,75.161,81.384,87.765,95.149,103.1,111.02,118.94,126.84,134.45,141.85,149.27,156.69,164.11,171.53
8.5804,17.322,26.11,34.976,42.804,49.882,56.694,63.306,69.827,76.396,82.925,89.569,96.298,104.13,113.05,121.96,130.87,139.76,148.27,156.53,164.8,173.07,181.34,189.61
9.5373,19.231,28.996,38.827,47.129,54.569,61.761,68.761,75.839,82.988,89.89,96.882,103.94,112.23,122.09,131.97,141.86,151.71,161.13,170.23,179.35,188.47,197.6,206.72
10.506,21.173,31.918,42.729,51.588,59.373,66.929,74.333,81.835,89.463,96.749,104.13,111.51,120.19,130.81,141.65,152.5,163.31,173.64,183.59,193.56,203.53,213.51,223.48
11.478,23.118,34.843,46.576,55.953,64.09,72.024,79.898,87.824,95.961,103.65,111.5,119.28,128.3,139.53,151.35,163.14,174.89,186.13,196.93,207.75,218.57,229.4,240.22
12.459,25.067,37.769,50.357,60.11,68.647,77.031,85.404,93.776,102.47,110.59,118.96,127.18,136.53,148.36,161.13,173.86,186.56,198.7,210.34,222.02,233.69,245.36,257.04
13.443,27.008,40.663,54.129,64.298,73.216,82.043,90.961,99.753,108.95,117.45,126.3,134.88,144.54,156.99,170.7,184.38,198.02,211.05,223.54,236.06,248.59,261.11,273.64
14.431,28.933,43.518,57.902,68.584,77.949,87.141,96.565,105.72,115.25,124.1,133.35,142.22,152.34,165.66,180.31,194.93,209.52,223.48,236.92,250.41,263.9,277.39,290.88
15.424,30.859,46.369,61.678,73.212,83.11,92.6,102.38,111.89,121.8,130.98,140.53,149.67,160.38,174.67,190.25,205.82,221.36,236.27,250.68,265.17,279.66,294.15,308.64
16.416,32.788,49.227,65.455,77.925,88.522,98.302,108.37,118.2,128.46,137.98,147.83,157.24,168.52,183.72,200.26,216.77,233.25,249.11,264.49,279.98,295.47,310.96,326.45
17.412,34.714,52.075,69.224,82.62,93.976,104.08,114.44,124.58,135.21,145.04,155.18,164.87,176.67,192.45,209.8,227.2,244.63,261.43,277.78,294.27,310.75,327.24,343.72
18.384,36.612,54.886,72.961,87.192,99.224,109.71,120.34,130.79,141.77,151.94,162.36,172.31,184.77,200.97,218.72,236.76,254.99,272.7,290.02,307.5,324.98,342.47,359.95
19.357,38.522,57.706,76.675,91.588,104.34,115.4,126.26,136.99,148.25,158.69,169.36,179.58,192.82,209.53,227.64,246.18,265.19,283.76,302,320.49,338.97,357.45,375.93
20.329,40.435,60.494,80.224,95.706,109.15,121.03,132.22,143.16,154.64,165.28,176.17,186.73,200.85,218.18,236.73,255.69,275.47,294.92,314.1,333.58,353.06,372.55,392.03
21.306,42.329,63.118,83.478,99.439,113.5,126.29,138.16,149.35,161.06,171.95,183.1,194.1,209.12,227.11,246.16,265.58,285.96,306.25,326.34,346.83,367.31,387.79,408.27
22.282,44.224,65.647,86.518,102.89,117.49,131.19,143.93,155.67,167.69,178.87,190.32,202,217.95,236.68,256.29,276.28,297.09,317.97,338.84,360.33,381.8,403.29,424.77
23.255,46.141,68.231,89.561,106.32,121.31,135.82,149.46,161.93,174.65,186.26,198.2,210.75,227.63,247.14,267.34,287.97,309.25,330.62,352.16,374.64,397.12,419.61,442.09
