1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,5.9804,7.9569,9.9333,11.91,13.894,15.882,17.863,19.847,21.831,23.816,25.796,27.784,29.776,31.765,33.753,35.741,37.729,39.694,41.682,43.682,45.682,47.682
3,6,8.9059,11.839,14.78,17.729,20.698,23.678,26.647,29.631,32.616,35.596,38.569,41.557,44.545,47.525,50.506,53.49,56.475,59.412,62.38,65.38,68.38,71.38
3.8941,7.7804,11.592,15.522,19.463,23.412,27.38,31.361,35.329,39.224,42.937,46.675,50.576,54.502,58.486,62.467,66.447,70.431,74.416,78.353,82.314,86.314,90.314,94.314
4.6902,9.3647,14.047,18.969,23.894,28.839,33.808,38.788,43.494,47.835,51.941,56.075,60.412,64.773,69.416,74.396,79.376,84.361,89.345,94.282,99.235,104.24,109.24,114.24
5.4941,10.965,16.525,22.447,28.373,34.318,40.286,46.118,51.235,55.937,60.396,64.867,69.533,74.22,79.216,85.012,90.992,96.976,102.96,108.89,114.84,120.84,126.84,132.84
6.298,12.565,19,25.922,32.847,39.792,46.761,53.149,58.6,63.631,68.404,73.18,78.149,83.137,88.424,94.667,101.6,108.58,115.56,122.49,129.4,136.35,143.31,150.27
7.102,14.165,21.471,29.388,37.306,45.251,53.102,59.863,65.616,70.945,76.004,81.059,86.298,91.561,97.125,103.65,111.37,119.36,127.34,135.27,142.98,150.71,158.45,166.18
7.9059,15.765,23.941,32.859,41.773,50.718,59.318,66.369,72.4,78,83.325,88.639,94.133,99.655,105.49,112.28,120.67,129.65,138.64,147.56,156.09,164.6,173.11,181.62
8.7098,17.365,26.416,36.333,46.243,56.188,65.561,72.894,79.192,85.051,90.631,96.224,101.99,107.76,113.86,120.91,129.83,139.77,149.74,159.64,168.98,178.25,187.54,196.82
9.5137,18.965,28.882,39.8,50.706,61.651,71.765,79.38,85.953,92.106,98.024,104.04,110.17,116.23,122.59,129.88,139.37,150.26,161.17,171.99,182.13,192.17,202.23,212.29
10.31,20.553,31.325,43.231,55.129,67.047,77.906,85.812,92.663,99.114,105.39,111.79,118.27,124.62,131.25,138.79,148.96,160.79,172.65,184.4,195.36,206.19,217.04,227.89
11.2,22.322,34.004,46.902,59.776,72.62,84.353,92.722,99.859,106.6,113.17,119.87,126.62,133.26,140.16,148.06,159.09,171.85,184.65,197.35,209.24,221.05,232.88,244.71
12.2,24.318,36.949,50.831,64.651,78.404,91.051,100.11,107.55,114.58,121.42,128.4,135.42,142.34,149.51,157.84,169.76,183.44,197.2,210.83,223.68,236.49,249.31,262.14
13.192,26.298,39.894,54.749,69.486,84.145,97.702,107.52,115.27,122.6,129.75,137.03,144.37,151.61,159.08,167.83,180.63,195.22,209.93,224.49,238.3,252.11,265.94,279.76
14.184,28.282,42.835,58.635,74.271,89.831,104.29,114.89,122.98,130.63,138.07,145.66,153.29,160.86,168.63,177.9,191.59,207.09,222.73,238.21,253,267.8,282.63,297.46
15.18,30.275,45.784,62.51,79.035,95.482,110.82,122.3,130.96,138.9,146.64,154.48,162.38,170.25,178.37,188.44,203.02,219.43,235.98,252.4,268.16,283.96,299.79,315.62
16.176,32.267,48.725,66.361,83.773,101.1,117.31,129.64,138.98,147.2,155.21,163.34,171.53,179.67,188.18,199.07,214.54,231.85,249.34,266.69,283.42,300.23,317.05,333.88
17.176,34.267,51.667,70.212,88.498,106.7,123.76,136.91,147,155.56,163.82,172.24,180.69,189.08,198.06,209.78,226.12,244.34,262.74,280.98,298.68,316.49,334.32,352.15
18.145,36.204,54.541,74.016,93.196,112.27,130.17,144.13,154.98,163.9,172.41,181.07,189.76,198.39,207.84,220.36,237.54,256.64,275.95,295.1,313.77,332.58,351.41,370.24
19.078,38.071,57.345,77.761,97.859,117.8,136.54,151.26,162.64,171.84,180.59,189.49,198.42,207.28,217.05,230.22,248.24,268.23,288.44,308.51,328.15,347.95,367.78,387.61
20.016,39.945,60.157,81.514,102.51,123.17,142.58,157.87,169.64,179.11,188.11,197.24,206.4,215.51,225.56,239.24,257.89,278.71,299.83,320.8,341.4,362.21,383.04,403.87
20.949,41.812,62.965,85.278,107.12,128.4,148.4,164.15,176.45,186.44,195.77,205.17,214.59,223.98,234.38,248.62,267.78,289.16,311.01,332.83,354.39,376.2,398.03,419.85
21.925,43.765,65.776,88.847,111.35,133.25,153.77,170.02,182.94,193.57,203.5,213.44,223.38,233.3,244.25,259.1,278.89,300.79,323.27,345.8,368.27,391.08,413.91,436.73
