1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,17.973,19.847,21.627,23.349,25.086,26.918,28.878,30.878,32.878,34.878,36.878,38.878,40.878,42.878,44.878,46.878
3,6,9,12,15,18,20.918,23.486,25.694,27.663,29.49,31.235,32.992,34.89,37.082,39.835,42.788,45.745,48.745,51.745,54.745,57.745,60.745,63.745
4,8,12,16,20,23.686,26.765,29.349,31.576,33.573,35.435,37.212,38.992,40.914,43.118,45.953,49.051,52.2,55.612,59.322,63.302,67.302,71.302,75.302
5,10,15,19.996,24.529,28.259,31.353,33.98,36.243,38.275,40.173,41.976,43.78,45.718,47.949,50.8,53.906,57.071,60.518,64.31,68.686,73.604,78.604,83.604
6,12,18,23.631,28.169,31.906,35.02,37.678,39.973,42.035,43.957,45.784,47.635,49.643,51.953,54.871,58.012,61.212,64.714,68.561,72.957,78.263,84.263,90.263
7,14,20.949,26.749,31.286,35.031,38.157,40.831,43.157,45.286,47.333,49.357,51.463,53.737,56.353,59.475,62.741,66.02,69.576,73.455,77.878,83.224,89.961,96.961
8,16,23.643,29.443,33.988,37.749,40.929,43.675,46.118,48.486,50.925,53.416,55.969,58.714,61.741,65.165,68.667,72.114,75.761,79.659,84.106,89.451,96.706,104.71
9,18,26.106,31.906,36.459,40.278,43.627,46.608,49.353,52.176,55.196,58.278,61.404,64.71,68.227,72.035,75.847,79.541,83.329,87.255,91.722,97.067,104.85,113.85
10,20,28.553,34.353,38.922,42.91,46.51,49.745,52.824,56.071,59.612,63.298,67.016,70.816,74.741,78.886,82.969,86.929,90.949,94.949,99.427,104.77,113.2,123.2
11,22,31.18,36.98,41.6,45.863,49.729,53.259,56.663,60.161,63.996,68.118,72.239,76.318,80.529,85.071,89.518,93.765,98.098,102.27,106.76,112.16,121.41,132.41
12,24,34.059,39.949,44.651,49.263,53.427,57.239,60.918,64.69,68.839,73.459,78.027,82.412,86.925,91.757,96.494,101.03,105.71,110.13,114.62,120.22,130.39,142.39
13,25.992,37.008,43.2,48.039,53.051,57.529,61.616,65.529,69.616,74.216,79.467,84.573,89.349,94.137,99.188,104.17,109,114.08,118.78,123.33,129.45,140.58,153.55
13.992,27.969,39.937,46.494,51.573,57.027,62.02,66.69,71.192,75.894,81.043,86.949,92.604,97.929,103.35,109,114.61,120,125.55,130.58,135.29,141.88,153.98,167.9
14.98,29.937,42.906,50.157,55.525,61.365,66.851,72.173,77.341,82.561,88.173,94.694,100.89,106.66,112.69,119.04,125.33,131.25,137.22,142.59,147.55,154.82,167.89,182.77
15.969,31.91,45.871,53.976,59.769,65.941,71.808,77.627,83.349,88.976,94.922,101.78,108.3,114.42,120.92,127.86,134.69,141.03,147.33,153.07,158.46,166.62,180.65,196.51
16.949,33.882,48.839,57.933,64.396,70.914,77.082,83.239,89.408,95.467,101.71,108.86,115.64,122.12,129.12,136.51,143.71,150.37,156.98,163.13,169.28,178.42,193.42,210.25
17.941,35.871,51.824,61.91,69.361,76.439,82.902,89.322,95.765,102.13,108.73,116.24,123.38,130.18,137.48,145.13,152.6,159.55,166.46,173.28,180.4,190.52,206.49,224.29
18.937,37.863,54.808,65.886,74.337,82.161,88.941,95.647,102.29,108.83,115.58,123.26,130.56,137.51,144.96,152.81,160.54,167.74,174.99,182.69,190.78,201.88,218.85,237.65
19.933,39.851,57.792,69.871,79.322,88.082,95.275,102.26,109.16,115.96,122.92,130.81,138.34,145.53,153.26,161.36,169.32,176.75,184.56,193.26,202.34,214.42,232.37,252.16
20.933,41.847,60.788,73.867,84.318,94.043,101.7,108.96,116.16,123.26,130.52,138.68,146.49,153.99,162.04,170.4,178.59,186.29,194.94,204.64,214.71,227.78,246.73,267.51
21.933,43.847,63.788,77.867,89.318,99.886,107.85,115.4,122.87,130.24,137.76,146.15,154.18,161.92,170.2,178.8,187.21,195.22,204.79,215.49,226.55,240.62,260.56,282.35
22.933,45.847,66.788,81.867,94.318,105.83,114.16,122,129.68,137.25,144.96,153.53,161.73,169.64,178.07,186.84,195.46,203.82,214.31,226.01,238.07,253.14,274.09,296.87
23.867,47.714,69.588,85.6,98.984,111.45,120.49,128.8,136.95,144.92,153.01,161.94,170.5,178.76,187.57,196.75,205.83,214.74,226.14,238.78,251.77,267.77,289.65,313.37
