1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,15.996,17.827,19.392,20.839,22.212,23.529,25.035,26.98,28.957,30.949,32.949,34.949,36.949,38.949,40.949,42.949,44.949
3,6,9,12,15,18,20.867,23.255,25.169,26.749,28.208,29.596,30.929,32.463,34.635,36.843,39.165,41.847,44.843,47.843,50.843,53.843,56.843,59.843
4,8,12,16,20,23.718,26.749,29.188,31.149,32.769,34.282,35.725,37.094,38.663,40.847,43.055,45.392,48.157,51.604,55.529,59.529,63.529,67.529,71.529
5,10,15,20,24.706,28.533,31.631,34.145,36.165,37.855,39.435,40.906,42.286,43.867,46.082,48.31,50.659,53.439,56.886,61.047,65.898,70.898,75.898,80.898
6,12,18,23.847,28.714,32.604,35.784,38.373,40.467,42.216,43.824,45.322,46.769,48.494,50.871,53.2,55.573,58.357,61.82,65.98,71.141,77.086,83.086,89.086
7,14,20.996,27.192,32.086,36.012,39.255,41.922,44.071,45.875,47.592,49.298,51.102,53.259,56,58.588,61.071,63.871,67.345,71.506,76.824,83.612,90.612,97.612
8,16,23.725,29.965,34.89,38.839,42.122,44.827,47.027,48.976,50.949,53.027,55.263,57.851,60.984,63.875,66.557,69.424,72.914,77.075,82.498,90.153,98.153,106.15
9,18,26.11,32.353,37.302,41.271,44.573,47.322,49.694,51.961,54.318,56.831,59.529,62.592,66.173,69.412,72.353,75.341,78.855,83.016,88.475,96.941,105.94,114.94
10,20,28.376,34.624,39.58,43.592,46.937,49.82,52.549,55.267,58.114,61.141,64.376,67.949,72.012,75.612,78.835,81.984,85.522,89.686,95.18,104.44,114.44,124.44
11,22,30.706,36.953,42.027,46.302,49.78,52.882,55.894,58.871,62.051,65.518,69.149,73.008,77.31,81.122,84.529,87.886,91.478,95.643,101.33,111.44,122.4,133.4
12,24,33.149,39.431,44.847,49.518,53.259,56.643,59.953,63.224,66.725,70.663,74.686,78.816,83.388,87.486,91.122,94.749,98.557,102.73,108.89,119.96,131.85,143.81
13,26,35.627,42.075,47.933,53.063,57.188,60.894,64.498,68.157,72.102,76.62,81.129,85.627,90.494,94.831,98.733,102.69,106.84,111.11,117.79,129.81,142.64,155.51
13.996,27.996,38.251,45.012,51.353,57.012,61.749,66.043,70.204,74.416,78.839,83.961,89,93.929,99.298,104.13,108.54,112.96,117.51,122,129.33,142.28,156.05,169.85
14.992,29.992,41.047,48.278,55.067,61.196,66.553,71.522,76.259,80.933,85.816,91.588,97.216,102.51,108.31,113.67,118.62,123.48,128.4,133.27,141.39,155.27,169.96,184.69
15.988,31.984,44.008,51.847,59.043,65.576,71.376,76.788,81.922,86.976,92.235,98.443,104.46,110.09,116.22,121.99,127.33,132.53,137.77,143.2,152.24,167.05,182.7,198.37
16.984,33.973,46.996,55.722,63.369,70.29,76.451,82.196,87.757,93.18,98.667,105.05,111.24,117.08,123.55,129.64,135.26,140.74,146.32,152.57,162.51,178.24,194.83,211.42
17.976,35.953,49.965,59.678,67.882,75.2,81.741,87.835,93.745,99.537,105.39,112.13,118.67,124.85,131.63,137.98,143.9,149.67,155.71,162.86,173.67,190.33,207.86,225.38
18.973,37.941,52.945,63.659,72.604,80.29,87.204,93.655,99.808,105.73,111.75,118.65,125.35,131.64,138.55,145.16,151.38,157.44,164.19,172.25,183.98,201.54,219.99,238.45
19.961,39.914,55.89,67.584,77.459,85.608,92.816,99.612,106.11,112.28,118.58,125.79,132.76,139.22,146.37,153.26,159.73,166.27,173.95,182.93,195.58,214.07,233.46,252.87
20.957,41.894,58.863,71.212,81.294,89.71,97.141,104.24,111.09,117.58,124.09,131.5,138.67,145.36,152.84,159.98,166.69,174.03,182.6,192.52,206.12,225.55,245.87,266.2
21.957,43.886,61.824,74.498,84.608,93.18,100.87,108.14,115.3,122.16,129.05,136.81,144.31,151.35,159.09,166.4,173.34,181.26,190.62,201.43,215.93,236.24,257.47,278.75
22.949,45.878,64.733,77.647,87.929,96.663,104.69,112.21,119.51,126.54,133.61,141.54,149.22,156.41,164.28,171.76,178.92,186.86,196.35,207.84,223.25,244.49,266.64,288.82
23.867,47.502,66.78,79.851,90.498,99.522,107.86,115.78,123.36,130.55,137.75,145.8,153.6,160.91,168.96,176.73,184.16,192.16,201.69,213.46,229.74,251.84,274.85,297.89
