1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48
3,6,9,12,15,18,21,23.988,26.835,29.506,32,34.498,37.102,39.745,42.549,45.49,48.49,51.49,54.49,57.49,60.49,63.49,66.49,69.49
4,8,12,16,20,24,27.761,31.067,34.004,36.698,39.2,41.706,44.318,46.98,49.855,52.992,56.424,60.114,64.047,68.047,72.047,76.047,80.047,84.047
5,10,15,20,24.988,29.518,33.353,36.702,39.698,42.455,45.008,47.549,50.188,52.878,55.773,58.941,62.4,66.11,70.243,74.973,79.973,84.973,89.973,94.973
6,12,18,24,29.51,34.086,37.988,41.4,44.439,47.239,49.831,52.435,55.196,58,61,64.384,68.075,71.882,76.039,80.898,86.671,92.671,98.671,104.67
7,14,21,27.8,33.408,38.035,41.984,45.447,48.706,51.725,54.553,57.588,60.796,64.004,67.443,71.302,75.376,79.455,83.706,88.576,94.698,101.69,108.69,115.69
8,16,24,31.216,36.851,41.506,45.561,49.376,53.176,56.757,60.22,63.91,67.765,71.553,75.537,79.855,84.341,88.78,93.235,98.129,104.35,112.17,120.17,128.17
9,18,26.961,34.361,40.024,44.902,49.384,53.725,58.145,62.447,66.627,71.027,75.58,80.059,84.686,89.541,94.467,99.275,104.02,108.96,115.18,123.58,132.58,141.58
10,20,29.78,37.224,43.031,48.369,53.278,57.875,62.518,67.071,71.647,76.635,81.769,86.616,91.431,96.447,101.57,106.7,111.8,116.87,123.09,131.85,141.85,151.83
11,22,32.467,39.91,45.961,51.749,56.957,61.894,66.839,71.596,76.38,81.686,87.129,92.2,97.278,102.55,107.98,113.36,118.71,123.89,130.11,139.1,150.08,161.06
12,24,35.294,42.835,49.035,55.094,60.616,65.835,71.098,76.153,81.192,86.647,92.282,97.659,103,108.52,114.18,119.85,125.46,130.8,137.06,146.28,158.18,170.15
13,25.988,38.255,46.204,52.624,59.106,65.008,70.545,76.075,81.38,86.737,92.604,98.749,104.42,110.02,115.81,121.79,127.81,133.83,139.38,145.77,155.56,168.31,181.16
13.988,27.953,41.204,49.902,56.612,63.608,69.996,76.02,82.008,87.753,93.431,99.847,106.65,112.56,118.53,124.69,131.07,137.52,143.96,149.79,156.44,167.04,180.68,194.4
14.98,29.925,44.153,53.804,61.086,68.576,75.412,81.863,88.275,94.38,100.38,107.45,114.96,121.18,127.46,133.98,140.73,147.54,154.36,160.57,167.85,179.29,193.81,208.41
15.973,31.898,47.102,57.706,65.847,73.851,81.071,87.843,94.592,101.14,107.49,114.87,122.69,129.19,135.89,142.73,149.76,156.87,164.07,171,179.12,191.42,206.8,222.26
16.957,33.871,50.063,61.655,70.765,79.494,87.067,94.184,101.35,108.38,115.11,122.8,130.91,137.73,144.83,152.07,159.41,166.79,174.45,182.22,191.2,204.36,220.6,236.96
17.945,35.843,53.008,65.573,75.639,85.259,93.216,100.66,108.2,115.56,122.55,130.46,138.79,145.8,153.15,160.71,168.36,175.99,184.21,192.85,202.7,216.73,233.86,251.12
18.941,37.827,55.969,69.522,80.565,91.18,99.82,107.55,115.45,123.1,130.18,138.09,146.42,153.47,161.01,168.89,176.8,184.77,193.73,203.2,213.94,228.84,246.82,264.98
19.937,39.804,58.922,73.459,85.478,97.039,106.62,114.85,123.05,131.04,138.36,146.48,155.03,162.3,170.11,178.29,186.46,195.01,204.8,215.11,226.68,242.46,261.32,280.35
20.929,41.776,61.882,77.4,90.392,102.91,113.46,122.38,130.88,139.19,146.78,155.07,163.76,171.22,179.29,187.76,196.19,205.43,216.07,227.22,239.64,256.25,275.98,295.87
21.914,43.745,64.827,81.314,95.271,108.7,119.84,129.14,137.94,146.51,154.36,162.85,171.7,179.35,187.65,196.31,205,214.62,225.93,237.91,251.16,268.58,289.16,309.89
22.902,45.706,67.753,85.224,100.04,113.79,125.01,134.53,143.69,152.54,160.54,169.17,178.15,185.91,194.33,203.24,212.18,221.9,233.31,245.76,259.84,278.09,299.49,321.07
23.875,47.647,70.663,89,104.14,117.97,129.29,139.11,148.59,157.76,165.97,174.7,183.75,191.6,200.22,209.4,218.61,228.54,239.98,252.46,266.96,286.04,308.24,330.62
