1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,17.996,19.922,21.776,23.596,25.427,27.306,29.278,31.278,33.278,35.278,37.278,39.278,41.278,43.278,45.278,47.278
3,6,9,12,15,18,20.953,23.62,25.933,27.996,29.929,31.804,33.686,35.651,37.89,40.651,43.651,46.651,49.651,52.651,55.651,58.651,61.651,64.651
4,8,12,16,20,23.741,26.906,29.592,31.922,34.008,35.969,37.875,39.78,41.765,44.012,46.894,50.196,53.502,57.102,60.996,64.996,68.996,72.996,76.996
5,10,15,20,24.573,28.38,31.557,34.282,36.647,38.769,40.769,42.702,44.627,46.627,48.898,51.796,55.098,58.408,62.039,66.094,70.678,75.659,80.659,85.659
6,12,18,23.643,28.231,32.047,35.243,38,40.396,42.553,44.573,46.529,48.494,50.561,52.902,55.867,59.2,62.541,66.224,70.329,74.965,80.478,86.478,92.478
7,14,20.937,26.741,31.329,35.153,38.365,41.141,43.573,45.804,47.953,50.114,52.341,54.678,57.31,60.498,63.953,67.365,71.098,75.243,79.906,85.486,92.278,99.278
8,16,23.576,29.38,33.976,37.816,41.09,43.953,46.514,48.992,51.541,54.188,56.886,59.694,62.749,66.259,69.953,73.529,77.357,81.525,86.212,91.792,99.075,107.07
9,18,25.941,31.745,36.349,40.251,43.706,46.835,49.733,52.69,55.831,59.078,62.353,65.729,69.29,73.204,77.212,81.039,85.012,89.212,93.918,99.498,107.22,116.22
10,20,28.267,34.071,38.698,42.784,46.494,49.875,53.09,56.447,60.09,63.941,67.816,71.702,75.675,79.933,84.22,88.314,92.506,96.78,101.5,107.08,115.33,125.33
11,22,30.745,36.549,41.255,45.631,49.596,53.278,56.839,60.451,64.337,68.569,72.816,76.937,81.153,85.753,90.357,94.71,99.2,103.65,108.38,113.98,122.95,133.95
12,24,33.518,39.345,44.161,48.82,53.09,57.051,60.878,64.773,68.957,73.557,78.169,82.576,87.11,92.027,96.949,101.58,106.38,111.09,115.83,121.55,131.44,143.44
13,26,36.459,42.514,47.475,52.447,57.047,61.275,65.322,69.51,73.973,79.008,84,88.667,93.447,98.541,103.67,108.59,113.68,118.62,123.38,129.51,140.38,153.37
14,28,39.314,45.62,50.871,56.239,61.204,65.82,70.275,74.855,79.643,85.318,90.824,95.78,100.98,106.49,112,117.29,122.75,127.99,132.9,139.6,151.45,165.42
14.992,29.98,42.267,49.051,54.592,60.333,65.694,70.722,75.537,80.459,85.757,92.071,98.149,103.53,109.07,114.92,120.79,126.48,132.33,137.91,143.03,150.33,163.15,178.07
15.988,31.961,45.247,52.71,58.616,64.682,70.4,75.839,81.114,86.424,92.063,98.714,105.12,110.88,116.86,123.2,129.49,135.55,141.75,147.68,153.16,161.31,175.1,190.99
16.973,33.937,48.22,56.604,63.043,69.427,75.455,81.243,86.898,92.545,98.431,105.34,111.96,118,124.4,131.18,137.87,144.27,150.78,157.11,163.27,172.4,187.16,204.03
17.965,35.925,51.204,60.588,67.937,74.765,81.078,87.157,93.098,99.024,105.25,112.53,119.53,125.91,132.63,139.73,146.73,153.42,160.24,167.2,174.33,184.43,200.16,218.01
18.965,37.922,54.196,64.576,72.925,80.388,86.996,93.373,99.553,105.69,112.15,119.69,126.92,133.53,140.48,147.86,155.15,162.11,169.3,177.18,185.27,196.37,213.08,231.92
19.961,39.914,57.184,68.565,77.914,86.243,93.204,99.859,106.36,112.85,119.66,127.54,135.13,142.11,149.4,157.05,164.58,171.79,179.58,188.46,197.53,209.62,227.32,247.15
20.957,41.906,60.176,72.557,82.906,92.145,99.49,106.43,113.24,120.1,127.38,135.77,143.85,151.22,158.85,166.77,174.55,182.09,190.79,200.67,210.73,223.8,242.49,263.32
21.957,43.906,63.176,76.557,87.906,97.725,105.39,112.6,119.68,126.83,134.42,143.14,151.51,159.16,167.06,175.24,183.24,191.18,200.87,211.75,222.8,236.86,256.55,278.37
22.957,45.906,66.176,80.557,92.906,103.3,111.26,118.78,126.08,133.44,141.24,150.16,158.73,166.56,174.65,183.02,191.22,199.62,210.3,222.17,234.23,249.29,269.98,292.8
23.957,47.906,69.176,84.557,97.906,109.16,117.49,125.36,132.97,140.56,148.55,157.62,166.35,174.35,182.62,191.21,199.69,208.68,220.36,233.24,246.29,262.35,284.04,307.86
