1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,18,19.98,21.922,23.831,25.769,27.769,29.769,31.769,33.769,35.769,37.769,39.769,41.769,43.769,45.769,47.769
3,6,9,12,15,18,21,23.902,26.529,28.808,30.941,33.039,35.18,37.522,40.173,43.122,46.122,49.122,52.122,55.122,58.122,61.122,64.122,67.122
4,8,12,16,20,23.941,27.471,30.537,33.204,35.522,37.69,39.847,42.078,44.475,47.184,50.376,54.169,58.169,62.169,66.169,70.169,74.169,78.169,82.169
5,10,15,20,24.914,29.157,32.706,35.796,38.494,40.871,43.133,45.455,47.894,50.388,53.157,56.365,60.247,64.847,69.847,74.847,79.847,84.847,89.847,94.847
6,12,18,23.961,29.2,33.451,37.078,40.388,43.478,46.404,49.29,52.337,55.561,58.694,61.847,65.212,69.125,73.761,79.365,85.365,91.365,97.365,103.36,109.36
7,14,21,27.494,32.733,37.133,41.192,45.145,49.102,52.976,56.78,60.733,64.882,68.945,72.831,76.706,80.91,85.608,91.329,98.192,105.19,112.19,119.19,126.19
8,16,23.957,30.655,35.929,40.639,45.239,49.831,54.553,59.263,63.918,68.749,73.769,78.698,83.337,87.804,92.506,97.424,103.15,110.49,118.49,126.49,134.49,142.49
9,18,26.647,33.38,38.718,43.729,48.824,54.039,59.549,65.137,70.675,76.388,82.294,88.118,93.537,98.576,103.76,109.04,114.83,122.29,131.17,140.17,149.17,158.17
10,20,29.255,36.024,41.412,46.741,52.275,57.91,63.914,70.133,76.392,82.831,89.38,95.671,101.33,106.52,111.9,117.54,123.57,131.04,140.51,150.51,160.51,170.51
11,22,31.89,38.698,44.149,49.812,55.541,61.286,67.384,73.682,80.11,87.086,94.063,100.44,106.22,111.6,117.19,123.15,129.55,137.06,147.15,158.15,169.15,180.15
12,24,34.675,41.596,47.129,53.184,59.149,65.075,71.325,77.761,84.325,91.847,99.447,106.07,112.04,117.6,123.42,129.78,136.64,144.32,155.16,167.16,179.16,191.16
13,26,37.639,44.886,50.529,57.078,63.427,69.604,76.106,82.898,89.886,97.937,106.21,113.31,119.76,125.75,132.05,138.96,146.31,154.18,165.75,178.75,191.75,204.75
14,28,40.514,48.024,53.816,60.835,67.757,74.525,81.663,89.176,96.718,105.31,114.33,121.95,129.06,135.78,142.74,150.18,158.02,166.22,178.62,192.62,206.62,220.62
15,30,43.486,51.502,57.514,64.988,72.412,79.765,87.616,95.871,103.89,112.9,122.47,130.49,138.12,145.49,152.98,160.85,169.18,177.8,191.04,206.04,221.04,236.03
16,32,46.486,55.251,61.706,69.643,77.49,85.29,93.718,102.57,111.01,120.16,129.85,138.03,146.05,153.93,161.87,170.12,178.88,187.92,201.9,217.9,233.9,249.89
16.996,33.992,49.478,59.071,65.976,74.314,82.545,90.706,99.549,108.85,117.58,126.86,136.81,145.16,153.36,161.59,169.89,178.52,187.73,197.61,212.53,229.51,246.49,263.46
17.988,35.98,52.439,62.949,70.737,79.769,88.345,96.859,106.05,115.58,124.4,133.78,143.87,152.32,160.58,168.91,177.56,186.54,196.31,207.13,222.97,240.87,258.81,276.73
18.961,37.937,55.349,66.812,75.576,85.525,94.545,103.4,112.95,122.63,131.54,140.99,151.16,159.72,168.11,176.58,185.54,194.89,205.35,217.08,233.83,252.64,271.45,290.33
19.929,39.863,58.227,70.655,80.373,91.302,100.96,110.12,120.02,129.93,139.09,148.79,159.28,168.14,176.78,185.51,194.78,204.5,215.47,227.95,245.57,265.28,284.98,304.76
20.89,41.796,61.129,74.518,85.184,97.055,107.45,116.91,127.12,137.27,146.72,156.72,167.45,176.57,185.57,194.58,204.12,214.18,225.27,238.18,256.53,277.07,297.67,318.35
21.859,43.722,63.996,78.329,89.937,102.73,113.88,123.69,134.14,144.43,154.04,164.24,175.31,184.8,193.97,203.09,212.85,223.25,234.47,247.53,266.5,287.81,309.27,330.82
22.824,45.647,66.875,82.153,94.682,108.35,120.2,130.38,141.14,151.59,161.25,171.5,182.63,192.18,201.42,210.67,220.72,231.49,242.87,256.08,275.26,297.22,319.43,341.83
23.8,47.576,69.761,85.973,99.455,114.05,126.49,137.06,148.2,158.96,168.8,179.18,190.44,200.13,209.53,219.06,229.48,240.63,252.35,265.76,285.05,307.36,330.2,353.41
