1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,17.816,19.443,21.012,22.659,24.553,26.553,28.553,30.553,32.553,34.553,36.553,38.553,40.553,42.553,44.553,46.553
3,6,9,12,15,18,21,23.686,25.659,27.365,29.039,30.824,32.957,35.365,37.816,40.302,43.008,45.965,48.965,51.965,54.965,57.965,60.965,63.965
4,8,12,16,19.867,23.506,27.133,30.055,32.075,33.847,35.573,37.42,39.643,42.161,44.741,47.333,50.137,53.4,57.235,61.235,65.235,69.235,73.235,77.235
5,10,15,19.89,24.075,27.863,31.608,34.596,36.655,38.467,40.208,42.075,44.337,46.933,49.624,52.329,55.224,58.561,62.631,67.475,72.475,77.475,82.475,87.475
6,12,17.969,23.231,27.541,31.439,35.286,38.361,40.467,42.329,44.129,46.043,48.325,50.937,53.682,56.475,59.459,62.886,67.012,72.075,77.953,83.953,89.953,95.953
7,14,20.776,26.208,30.667,34.682,38.612,41.796,44.275,46.733,49.102,51.471,54.039,56.812,59.671,62.537,65.596,69.114,73.314,78.42,84.682,91.675,98.675,105.67
8,16,23.596,29.173,33.725,37.82,41.859,45.533,48.729,52,55.153,58.231,61.384,64.561,67.624,70.584,73.698,77.255,81.494,86.655,93.008,100.69,108.69,116.69
9,18,26.431,32.114,36.71,40.831,45.094,49.463,53.412,57.471,61.475,65.396,69.373,73.141,76.518,79.592,82.776,86.388,90.675,95.898,102.33,110.56,119.56,128.56
10,20,29.227,34.988,39.612,43.757,48.306,53.094,57.349,61.722,66.322,71.106,75.898,80.075,83.694,86.965,90.302,94.016,98.341,103.62,110.11,118.63,128.6,138.6
11,22,32.043,37.91,42.561,46.8,51.729,56.906,61.522,66.176,71.102,76.545,81.949,86.396,90.298,93.922,97.596,101.58,106,111.32,117.87,126.49,137.31,148.31
12,24,34.945,40.945,45.631,50.176,55.584,61.129,66.102,71.153,76.431,82.545,88.576,93.373,97.69,101.6,105.63,110.05,114.79,120.17,126.75,135.53,147.28,159.28
13,26,37.894,44.102,48.863,53.906,59.867,65.875,71.204,76.741,82.659,89.541,96.298,101.75,106.6,110.94,115.49,120.47,125.68,131.16,137.84,147.04,159.79,172.79
14,28,40.894,47.525,52.388,57.882,64.561,71.365,77.486,83.796,90.302,97.906,105.4,111.4,117,122.14,127.46,133.1,138.73,144.33,151.3,161.27,175.03,189.03
15,30,43.894,51.345,56.514,62.514,69.792,77.278,84.204,91.212,98.212,106.5,114.7,121.13,127.34,133.19,139.11,145.25,151.36,157.24,164.71,175.65,190.4,205.4
16,32,46.894,55.31,61.024,67.541,75.325,83.294,90.788,98.333,105.62,114.14,122.57,129.24,135.94,142.32,148.67,155.22,161.79,168.09,176.33,188.26,204.02,220.02
17,34,49.894,59.31,65.894,72.882,81.102,89.502,97.506,105.54,113.25,122.12,130.91,137.96,145.12,151.96,158.72,165.66,172.55,179.48,188.72,201.65,218.41,235.41
18,36,52.894,63.31,70.894,78.643,87.231,96.047,104.51,112.9,120.91,130.11,139.25,146.62,154.12,161.38,168.53,175.78,183.21,191.12,201.35,215.29,233.04,251.04
19,38,55.894,67.31,75.894,84.643,93.769,102.95,111.84,120.52,128.59,137.82,146.97,154.44,162.26,169.92,177.42,184.99,193.26,202.17,213.4,228.34,247.09,266.09
20,40,58.894,71.31,80.894,90.643,100.58,110.09,119.38,128.44,136.76,146.07,155.32,163.02,171.21,179.26,187.08,195.01,204.23,214.14,226.37,242.31,262.06,282.06
21,42,61.894,75.31,85.894,96.643,107.53,117.41,127.03,136.47,145.14,154.81,164.36,172.4,180.95,189.35,197.45,205.72,215.8,226.7,239.94,256.87,277.63,298.63
22,44,64.894,79.31,90.894,102.64,114.51,124.88,134.7,144.44,153.41,163.26,172.98,181.29,190.17,198.83,207.18,215.68,226.59,238.48,252.72,270.65,292.41,314.41
23,46,67.894,83.31,95.894,108.53,121.18,132.41,142.48,152.39,161.67,171.81,181.79,190.46,199.58,208.41,217.02,225.87,237.76,250.2,265.1,284.02,306.78,329.78
24,48,70.831,86.976,100.08,112.96,126.23,138.46,149.19,159.29,168.72,179.11,189.35,198.22,207.47,216.6,225.51,234.96,247.84,260.89,275.89,295.12,318.43,342.2
