1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,17.996,19.941,21.827,23.678,25.537,27.467,29.463,31.463,33.463,35.463,37.463,39.463,41.463,43.463,45.463,47.463
3,6,9,12,15,18,20.945,23.592,25.898,27.992,29.961,31.871,33.792,35.847,38.224,41.114,44.114,47.114,50.114,53.114,56.114,59.114,62.114,65.114
4,8,12,16,20,23.682,26.808,29.475,31.788,33.89,35.867,37.788,39.718,41.78,44.157,47.247,50.533,53.902,57.612,61.58,65.58,69.58,73.58,77.58
5,10,15,19.984,24.49,28.216,31.357,34.059,36.404,38.529,40.525,42.459,44.396,46.463,48.851,51.945,55.231,58.6,62.329,66.553,71.325,76.325,81.325,86.325
6,12,18,23.498,28.016,31.769,34.941,37.678,40.063,42.239,44.341,46.416,48.471,50.655,53.173,56.357,59.678,63.067,66.812,71.047,75.933,81.706,87.706,93.706
7,14,20.808,26.396,30.933,34.71,37.925,40.722,43.188,45.616,48.063,50.506,52.898,55.427,58.282,61.737,65.231,68.702,72.478,76.753,81.667,87.714,94.69,101.69
8,16,23.251,28.839,33.396,37.208,40.573,43.525,46.251,49.075,51.984,54.941,57.859,60.863,64.137,67.969,71.765,75.463,79.333,83.643,88.6,94.706,102.47,110.47
9,17.949,25.408,31.008,35.588,39.498,43.125,46.353,49.427,52.667,56.051,59.533,62.973,66.451,70.157,74.369,78.498,82.522,86.576,90.929,95.929,102.08,110.58,119.58
10,19.843,27.443,33.059,37.686,41.792,45.655,49.11,52.471,56.075,60,64.106,68.169,72.188,76.259,80.78,85.169,89.459,93.804,98.259,103.29,109.51,118.81,128.81
11,21.784,29.584,35.2,39.929,44.294,48.42,52.176,55.894,59.922,64.278,68.949,73.678,78.137,82.616,87.541,92.255,96.839,101.51,106.16,111.2,117.59,127.84,138.84
12,23.784,32.027,37.643,42.494,47.125,51.522,55.525,59.475,63.961,68.941,74.11,79.325,84.302,89.278,94.475,99.447,104.34,109.38,114.27,119.32,126.08,137.33,149.33
13,25.784,34.796,40.545,45.549,50.471,55.125,59.439,63.769,68.694,74.012,79.576,85.208,90.592,96.137,101.73,106.99,112.16,117.58,122.7,127.81,135.33,147.57,160.57
14,27.784,37.545,43.694,48.973,54.259,59.275,64.055,68.882,74.251,79.89,85.882,91.929,97.647,103.67,109.79,115.55,121.11,126.92,132.35,137.83,146.19,159.44,173.44
15,29.784,40.38,47.043,52.663,58.333,63.792,69.016,74.302,80.129,86.157,92.631,99.137,105.27,111.79,118.4,124.64,130.68,136.93,142.77,148.79,158.05,172.3,187.3
16,31.784,43.337,50.553,56.525,62.557,68.478,74.208,80.094,86.427,92.894,99.851,106.82,113.4,120.48,127.69,134.46,141,147.68,153.98,160.64,170.89,186.13,202.13
17,33.784,46.337,54.329,60.733,67.106,73.435,79.608,85.992,92.753,99.639,107.05,114.47,121.48,129.05,136.78,144.07,151.06,158.15,164.95,172.48,183.73,199.98,216.98
18,35.784,49.337,58.329,65.463,72.196,78.914,85.49,92.286,99.4,106.64,114.44,122.24,129.64,137.6,145.75,153.5,160.93,168.43,176.09,184.62,196.87,214.12,232.12
19,37.784,52.337,62.329,70.388,77.565,84.647,91.627,98.878,106.29,113.82,121.96,130.11,137.81,146.14,154.76,162.95,170.79,178.8,187.45,196.98,210.23,228.47,247.47
20,39.784,55.337,66.329,75.388,83.173,90.588,97.925,105.58,113.38,121.35,129.92,138.54,146.67,155.42,164.47,173.05,181.25,190.03,199.68,210.21,224.46,243.71,263.71
21,41.784,58.337,70.329,80.388,88.91,96.639,104.28,112.29,120.46,128.85,137.92,147.05,155.65,164.8,174.24,183.14,191.85,201.62,212.27,223.8,239.05,259.3,280.3
22,43.784,61.337,74.329,85.337,94.533,102.59,110.51,118.81,127.33,136.11,145.63,155.22,164.24,173.76,183.51,192.72,201.98,212.76,224.41,236.94,253.19,274.44,296.44
23,45.784,64.337,78.329,90.333,100.21,108.58,116.88,125.5,134.35,143.49,153.42,163.41,172.81,182.66,192.75,202.29,212.13,223.9,236.55,250.08,267.33,289.58,312.58
24,47.78,67.329,82.322,95.325,106.09,114.89,123.65,132.73,141.99,151.56,161.99,172.47,182.28,192.54,203.05,212.98,223.49,236.27,249.92,264.45,282.7,305.95,329.95
