1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,17.973,19.753,21.353,22.824,24.196,25.62,27.416,29.416,31.404,33.4,35.4,37.4,39.4,41.4,43.4,45.4
3,6,9,12,15,18,21,23.729,25.973,27.808,29.42,30.906,32.286,33.718,35.655,37.961,40.22,42.718,45.608,48.608,51.608,54.608,57.608,60.608
4,8,12,16,20,23.969,27.435,30.251,32.537,34.416,36.09,37.639,39.059,40.525,42.486,44.792,47.059,49.588,52.694,56.447,60.447,64.447,68.447,72.447
5,10,15,20,24.973,29.345,32.863,35.757,38.11,40.067,41.816,43.396,44.827,46.302,48.29,50.627,52.906,55.451,58.561,62.369,66.918,71.918,76.918,81.918
6,12,18,24,29.471,33.89,37.49,40.467,42.898,44.922,46.698,48.306,49.788,51.396,53.565,56.043,58.373,60.922,64.039,67.851,72.459,78.192,84.192,90.192
7,14,21,27.761,33.298,37.749,41.404,44.455,46.945,49.012,50.886,52.675,54.467,56.506,59.09,61.894,64.396,66.992,70.114,73.937,78.545,84.824,91.824,98.824
8,16,24,31.086,36.631,41.106,44.796,47.886,50.416,52.6,54.706,56.843,59.059,61.545,64.569,67.725,70.486,73.22,76.369,80.2,84.808,91.514,99.514,107.51
9,18,26.871,34.047,39.608,44.102,47.812,50.933,53.616,56.106,58.604,61.184,63.89,66.878,70.412,73.992,77.078,80.016,83.212,87.059,91.667,98.643,107.64,116.64
10,20,29.612,36.808,42.384,46.902,50.655,53.863,56.8,59.682,62.651,65.749,68.988,72.482,76.506,80.475,83.871,87.043,90.29,94.153,98.761,106.01,116,126
11,22,32.424,39.675,45.294,50.039,53.957,57.373,60.616,63.753,67.004,70.522,74.188,77.976,82.235,86.447,90.047,93.455,96.82,100.7,105.31,113.01,124,135
12,24,35.353,42.761,48.557,53.725,57.918,61.573,65.082,68.525,72.118,76.11,80.267,84.38,88.937,93.427,97.259,100.91,104.57,108.55,113.22,121.7,133.65,145.62
13,26,38.247,45.859,51.949,57.604,62.204,66.208,70.027,73.843,77.902,82.455,87.212,91.761,96.678,101.44,105.55,109.53,113.59,117.8,122.6,131.87,144.75,157.68
14,28,41.165,49.141,55.62,61.788,66.945,71.478,75.804,80.188,84.737,89.847,95.204,100.21,105.64,110.87,115.45,119.91,124.4,128.94,133.98,144.04,157.85,171.72
15,29.992,44.149,52.694,59.62,66.243,71.918,77.082,82.051,86.984,91.965,97.678,103.68,109.1,114.98,120.76,125.87,130.78,135.66,140.55,146.06,157.01,171.76,186.56
15.996,31.976,47.129,56.478,63.859,70.878,76.98,82.671,88.22,93.635,98.98,105.06,111.44,117.2,123.47,129.75,135.31,140.59,145.82,151.07,157.23,169.1,184.78,200.55
16.992,33.961,50.106,60.427,68.427,75.831,82.345,88.475,94.533,100.42,106.02,112.32,118.91,124.87,131.53,138.26,144.21,149.83,155.36,161.16,168.21,180.99,197.58,214.29
17.984,35.941,53.067,64.38,73.235,81.055,87.992,94.533,101.02,107.36,113.4,120.14,127.17,133.58,140.65,147.79,154.1,160.05,165.92,172.49,180.46,194.11,211.63,229.28
18.976,37.922,56.035,68.337,78.157,86.459,93.788,100.71,107.51,114.08,120.3,127.22,134.44,141.01,148.29,155.73,162.37,168.64,174.98,182.45,191.32,205.89,224.32,242.89
19.969,39.894,58.98,72.243,83.047,92.102,99.761,107,114.1,120.93,127.36,134.55,142.02,148.76,156.26,163.95,170.86,177.43,184.51,192.92,202.72,218.22,237.59,257.09
20.961,41.878,61.945,76.141,87.753,97.565,105.56,113.02,120.39,127.47,134.13,141.48,149.11,156.06,163.81,171.73,178.84,185.8,193.78,203.07,213.8,230.25,250.54,270.98
21.957,43.871,64.933,79.584,91.255,101.15,109.42,117.08,124.67,132.02,138.95,146.58,154.47,161.7,169.7,177.8,185.07,192.27,200.68,210.77,222.38,239.73,260.9,282.25
22.945,45.835,67.831,82.749,94.494,104.44,113,120.97,128.72,136.22,143.31,151.07,159.11,166.49,174.63,182.86,190.36,197.7,206.11,216.64,229.12,247.36,269.46,291.73
23.914,47.769,70.678,85.855,97.824,107.86,116.69,125.05,133.13,140.8,148.02,155.92,164.08,171.59,179.86,188.31,196.11,203.63,212.15,222.87,235.94,255.01,277.95,301.07
