1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,17.949,19.659,21.145,22.569,23.918,25.302,27.078,29.067,31.031,33.027,35.027,37.027,39.027,41.027,43.027,45.027
3,6,9,12,15,18,20.992,23.655,25.812,27.557,29.055,30.49,31.851,33.247,35.149,37.388,39.576,42.012,44.89,47.89,50.89,53.89,56.89,59.89
4,8,12,16,20,23.957,27.373,30.106,32.314,34.102,35.651,37.141,38.537,39.969,41.894,44.133,46.333,48.8,51.902,55.725,59.725,63.725,67.725,71.725
5,10,15,20,24.973,29.318,32.784,35.596,37.871,39.725,41.353,42.894,44.314,45.757,47.706,49.969,52.18,54.671,57.78,61.745,66.482,71.482,76.482,81.482
6,12,18,24,29.475,33.871,37.412,40.31,42.663,44.592,46.259,47.816,49.259,50.776,52.851,55.212,57.455,59.949,63.071,67.035,71.906,77.737,83.737,89.737
7,14,21,27.784,33.341,37.773,41.361,44.337,46.757,48.729,50.455,52.125,53.773,55.631,58.047,60.675,63.043,65.565,68.694,72.671,77.541,83.914,90.914,97.914
8,16,24,31.125,36.694,41.149,44.769,47.792,50.251,52.298,54.184,56.129,58.145,60.408,63.216,66.157,68.733,71.349,74.498,78.482,83.353,90.114,98.114,106.11
9,18,26.855,34.067,39.655,44.129,47.773,50.816,53.361,55.62,57.812,60.125,62.549,65.235,68.494,71.812,74.671,77.451,80.639,84.635,89.506,96.545,105.55,114.55
10,20,29.612,36.851,42.455,46.945,50.616,53.698,56.4,58.973,61.576,64.341,67.235,70.392,74.102,77.753,80.863,83.839,87.075,91.078,95.949,103.26,113.26,123.26
11,22,32.459,39.769,45.404,50.078,53.871,57.102,60.09,62.902,65.757,68.906,72.196,75.624,79.541,83.416,86.71,89.902,93.231,97.243,102.11,109.91,120.84,131.84
12,24,35.384,42.863,48.659,53.753,57.8,61.255,64.514,67.624,70.8,74.369,78.094,81.827,86.043,90.2,93.729,97.169,100.75,104.84,109.79,118.39,130.25,142.17
13,26,38.275,46,52.082,57.655,62.094,65.878,69.416,72.863,76.498,80.612,84.914,89.067,93.612,98,101.79,105.54,109.51,113.8,118.9,128.29,141.1,153.91
14,28,41.204,49.337,55.804,61.882,66.859,71.149,75.165,79.153,83.282,87.941,92.831,97.427,102.46,107.29,111.51,115.71,120.1,124.69,130.08,140.3,154.05,167.78
14.996,29.988,44.184,52.925,59.851,66.384,71.882,76.796,81.435,85.965,90.518,95.757,101.27,106.27,111.74,117.09,121.83,126.48,131.25,136.2,142.07,153.2,167.87,182.52
15.992,31.973,47.169,56.749,64.145,71.071,76.996,82.427,87.627,92.62,97.549,103.2,109.15,114.49,120.34,126.16,131.35,136.36,141.46,146.77,153.37,165.44,181.05,196.63
16.984,33.957,50.141,60.706,68.776,76.082,82.404,88.255,93.941,99.4,104.57,110.4,116.51,122.05,128.26,134.53,140.07,145.4,150.8,156.73,164.22,177.18,193.73,210.23
17.976,35.937,53.106,64.663,73.588,81.31,88.047,94.302,100.41,106.31,111.89,118.13,124.65,130.59,137.2,143.86,149.75,155.39,161.13,167.87,176.23,190.11,207.59,225.01
18.973,37.925,56.078,68.627,78.506,86.749,93.871,100.49,106.91,113.03,118.8,125.23,131.94,138.05,144.86,151.8,158,163.95,170.18,177.8,187.08,201.85,220.25,238.6
19.961,39.894,59.008,72.525,83.329,92.302,99.718,106.65,113.36,119.74,125.71,132.4,139.35,145.62,152.64,159.82,166.28,172.53,179.54,188.09,198.29,214,233.32,252.61
20.957,41.875,61.976,76.227,87.216,96.408,104.07,111.21,118.18,124.83,131.02,137.87,144.97,151.45,158.71,166.11,172.76,179.49,187.4,196.88,208.03,224.67,244.92,265.13
21.957,43.863,64.961,79.659,90.706,99.969,107.91,115.24,122.41,129.31,135.79,142.9,150.25,157,164.5,172.08,178.89,186.06,194.74,205.1,217.15,234.66,255.83,276.97
22.949,45.855,67.922,82.945,94.192,103.59,111.83,119.46,126.8,133.85,140.47,147.72,155.22,162.12,169.75,177.46,184.5,191.76,200.51,211.44,224.4,242.84,264.93,286.97
23.875,47.451,69.937,85.122,96.706,106.45,114.95,122.96,130.65,137.91,144.66,152.03,159.65,166.67,174.44,182.4,189.73,197.1,205.87,216.98,230.75,250.06,273.01,295.89
