1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,17.965,19.78,21.502,23.118,24.694,26.4,28.357,30.357,32.357,34.357,36.357,38.357,40.357,42.357,44.357,46.357
3,6,9,12,15,18,20.965,23.565,25.733,27.6,29.349,30.976,32.557,34.302,36.51,38.918,41.38,44.082,47.051,50.051,53.051,56.051,59.051,62.051
4,8,12,16,20,23.859,27.094,29.698,31.882,33.776,35.549,37.204,38.812,40.584,42.804,45.212,47.678,50.439,53.729,57.502,61.502,65.502,69.502,73.502
5,10,15,20,24.824,28.839,32.078,34.718,36.929,38.847,40.647,42.333,43.976,45.78,48.02,50.439,52.918,55.702,59,62.859,67.357,72.31,77.31,82.31
6,12,18,23.91,28.925,32.957,36.243,38.914,41.149,43.09,44.965,46.816,48.624,50.604,53.004,55.525,58.035,60.824,64.137,68.031,72.588,77.988,83.945,89.945
7,14,21,27.329,32.365,36.459,39.788,42.49,44.753,46.835,49.082,51.357,53.576,55.937,58.69,61.482,64.125,66.941,70.263,74.192,78.804,84.384,91.098,98.098
8,16,23.769,30.184,35.282,39.42,42.804,45.537,47.91,50.357,53.114,55.925,58.698,61.525,64.686,67.808,70.659,73.557,76.894,80.851,85.506,91.349,98.902,106.9
9,18,26.176,32.643,37.788,41.957,45.404,48.216,50.886,53.769,56.992,60.302,63.588,66.859,70.416,73.875,76.976,80.008,83.38,87.357,92.043,98.267,106.8,115.8
10,19.965,28.365,34.871,40.039,44.247,47.796,50.725,53.69,57.016,60.796,64.659,68.494,72.29,76.298,80.09,83.424,86.612,90.047,94.051,98.773,105.43,114.96,124.96
11,21.953,30.612,37.137,42.412,46.886,50.655,53.855,57.188,60.906,65.145,69.58,73.988,78.239,82.588,86.635,90.153,93.514,97.043,101.08,105.86,113.11,123.64,134.64
12,23.953,33.059,39.608,45.137,50.071,54.22,57.714,61.306,65.408,70.176,75.157,80.075,84.737,89.518,93.882,97.647,101.27,104.99,109.05,114.09,122.25,133.79,145.79
13,25.953,35.675,42.396,48.271,53.694,58.282,62.2,66.2,70.737,76.016,81.447,86.792,91.808,96.996,101.66,105.7,109.6,113.63,117.77,123.27,132.43,144.96,157.96
14,27.949,38.369,45.529,51.835,57.757,62.882,67.384,71.976,77.102,82.851,88.686,94.424,99.737,105.34,110.48,114.96,119.24,123.6,127.92,133.95,144.12,157.65,171.65
15,29.949,41.133,48.808,55.573,62,67.686,72.796,77.976,83.655,89.808,96.055,102.25,107.86,113.8,119.39,124.32,129,133.69,138.25,144.99,156.16,170.69,185.69
16,31.949,44.059,52.271,59.467,66.376,72.592,78.29,84.078,90.306,96.875,103.53,110.17,116.11,122.41,128.44,133.81,138.86,143.87,148.75,156.36,168.53,184.06,200.06
17,33.949,47.059,56.129,63.824,71.204,77.949,84.2,90.529,97.267,104.25,111.31,118.36,124.65,131.3,137.75,143.51,148.91,154.21,159.53,168.15,181.31,197.85,214.85
18,35.949,50.059,60.129,68.494,76.353,83.639,90.396,97.188,104.38,111.76,119.2,126.6,133.22,140.22,147.04,153.17,158.92,164.47,170.4,180.02,194.18,211.72,229.72
19,37.949,53.059,64.129,73.365,81.69,89.49,96.729,103.98,111.51,119.15,126.86,134.53,141.36,148.62,155.78,162.27,168.35,174.2,181.01,191.63,206.79,225.33,244.33
20,39.949,56.059,68.129,78.365,87.243,95.439,103.12,110.83,118.8,126.78,134.85,142.87,149.96,157.54,165.05,171.86,178.2,184.64,192.45,204.07,220.23,239.76,259.76
21,41.949,59.059,72.098,83.318,92.82,101.3,109.33,117.46,125.87,134.31,142.82,151.24,158.7,166.64,174.45,181.49,188.25,195.66,204.47,217.09,234.25,254.79,275.79
22,43.949,61.957,75.294,86.761,96.596,105.45,113.75,122.21,131.05,139.95,148.92,157.78,165.63,173.86,181.89,189.13,196.56,204.96,214.78,228.4,246.56,268.09,290.09
23,45.949,64.655,78.114,89.737,99.851,109.14,117.86,126.64,135.79,145,154.26,163.39,171.49,179.96,188.28,195.73,203.3,212.22,223.02,237.63,256.8,279.33,302.33
24,47.949,67.263,80.886,92.69,103.02,112.73,121.95,131.2,140.78,150.43,160.09,169.55,177.96,186.78,195.42,203.07,210.78,219.82,231.31,246.93,267.09,290.62,314.62
