1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,17.992,19.882,21.675,23.431,25.212,27.114,29.114,31.11,33.11,35.11,37.11,39.11,41.11,43.11,45.11,47.11
3,6,9,12,15,18,20.973,23.651,25.969,27.984,29.835,31.635,33.467,35.518,37.816,40.133,42.71,45.6,48.6,51.6,54.6,57.6,60.6,63.6
4,8,12,16,20,23.835,27.102,29.831,32.204,34.294,36.204,38.047,39.918,42.059,44.455,46.82,49.412,52.431,55.937,59.89,63.89,67.89,71.89,75.89
5,10,15,20,24.808,28.796,32.11,34.914,37.349,39.475,41.459,43.518,45.769,48.435,51.322,53.945,56.659,59.749,63.298,67.569,72.49,77.49,82.49,87.49
6,12,18,23.961,29.027,33.051,36.408,39.255,41.769,44.149,46.667,49.431,52.435,55.843,59.427,62.557,65.518,68.769,72.396,76.706,81.98,87.957,93.957,99.957
7,14,21,27.612,32.694,36.761,40.282,43.325,46.38,49.537,52.863,56.435,60.247,64.435,68.749,72.486,75.839,79.349,83.129,87.486,92.8,99.384,106.38,113.38
8,16,24,30.976,36.067,40.373,44.294,47.859,51.557,55.502,59.627,63.976,68.561,73.518,78.541,82.89,86.792,90.702,94.741,99.165,104.48,111.34,119.34,127.34
9,18,26.988,34.18,39.392,44.114,48.514,52.647,57.027,61.773,66.729,71.886,77.271,83.035,88.831,93.882,98.357,102.75,107.2,111.8,117.12,124.07,132.96,141.96
10,20,29.863,37.137,42.576,47.765,52.62,57.161,61.945,67.11,72.576,78.345,84.29,90.451,96.553,101.91,106.7,111.52,116.4,121.33,126.67,133.63,143.25,153.25
11,22,32.678,39.976,45.698,51.345,56.463,61.2,66.235,71.553,77.227,83.396,89.698,96.035,102.38,108.01,113.02,118.1,123.27,128.45,133.82,140.87,151.25,162.25
12,24,35.639,43.18,49.098,55.004,60.384,65.467,70.996,76.71,82.631,89.024,95.584,102.32,109.05,115.08,120.39,125.81,131.26,136.78,142.3,149.53,160.71,172.71
13,26,38.639,46.776,52.929,59.2,65.02,70.404,76.18,82.2,88.467,95.208,102.21,109.31,116.36,122.67,128.38,134.22,140.11,146.06,151.76,159.28,171.39,184.39
14,28,41.639,50.694,57.22,63.945,70.196,76.02,82.247,88.741,95.365,102.65,110.38,117.76,125.26,132.04,138.22,144.55,150.89,157.3,163.33,171.42,184.53,198.53
15,29.996,44.627,54.682,61.953,69.165,75.882,82.169,88.902,95.831,102.76,110.76,119.31,127.09,134.92,142.14,148.78,155.55,162.31,169.1,175.73,184.78,198.88,213.84
15.996,31.98,47.592,58.631,66.882,74.784,81.925,88.576,95.647,102.9,110.17,118.55,127.46,135.55,143.73,151.29,158.26,165.44,172.6,179.81,187.36,197.35,212.39,228.3
16.984,33.949,50.549,62.561,71.796,80.565,88.161,95.212,102.68,110.43,118.1,126.76,135.95,144.37,152.99,161.05,168.45,176.06,183.63,191.53,200.02,210.96,226.96,243.82
17.969,35.925,53.514,66.49,76.706,86.455,94.62,102.1,110.01,118.1,126.02,134.98,144.49,153.16,162.04,170.47,178.28,186.27,194.24,203,212.43,224.29,241.24,259.04
18.953,37.902,56.475,70.424,81.624,92.365,101.34,109.18,117.45,125.92,134.17,143.41,153.21,162.2,171.47,180.28,188.44,196.72,205.24,214.97,225.34,238.14,256,274.75
19.945,39.875,59.416,74.345,86.525,98.247,108.22,116.78,125.33,134.15,142.75,152.31,162.41,171.76,181.4,190.6,199.07,207.58,216.81,227.5,238.82,252.56,271.36,291.02
20.925,41.835,62.361,78.275,91.424,104.13,115.07,124.41,133.23,142.31,151.28,161.18,171.58,181.22,191.18,200.66,209.32,218.09,228.05,239.71,251.94,266.61,286.33,306.92
21.91,43.804,65.302,82.18,96.31,110.01,121.6,131.1,140.25,149.58,158.71,168.76,179.31,189.09,199.18,208.82,217.74,226.87,237.25,249.77,262.96,278.55,299.22,320.73
22.89,45.765,68.239,86.102,101.2,115.49,127.24,136.88,146.43,156.15,165.54,175.75,186.45,196.36,206.62,216.51,225.78,235.3,245.85,258.68,272.75,289.28,310.86,333.29
23.878,47.737,71.192,90.004,105.6,120.04,131.93,141.7,151.59,161.73,171.54,182.04,192.97,203.11,213.64,223.89,233.55,243.43,254.2,267.1,281.6,298.98,321.49,344.84
