1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,18,19.984,21.914,23.804,25.682,27.616,29.612,31.612,33.612,35.612,37.612,39.612,41.612,43.612,45.612,47.612
3,6,9,12,15,18,21,23.839,26.337,28.569,30.639,32.631,34.596,36.675,39.012,41.827,44.827,47.827,50.827,53.827,56.827,59.827,62.827,65.827
4,8,12,16,20,23.894,27.29,30.204,32.71,34.953,37.051,39.071,41.059,43.153,45.49,48.475,51.878,55.255,58.929,62.89,66.89,70.89,74.89,78.89
5,10,15,20,24.776,28.851,32.251,35.2,37.741,40.024,42.157,44.2,46.208,48.318,50.678,53.678,57.082,60.459,64.173,68.376,73.055,78.047,83.047,88.047
6,12,18,23.831,28.722,32.796,36.22,39.2,41.776,44.09,46.243,48.314,50.38,52.569,55.012,58.086,61.525,64.933,68.694,72.941,77.682,83.235,89.235,95.235
7,14,21,27.2,32.09,36.176,39.616,42.616,45.235,47.639,49.965,52.298,54.671,57.165,59.941,63.255,66.831,70.318,74.133,78.42,83.188,88.816,95.592,102.59
8,16,23.847,30.11,35.004,39.106,42.612,45.714,48.494,51.204,54.012,56.882,59.765,62.784,66.02,69.678,73.522,77.188,81.098,85.408,90.2,95.827,103,111
9,18,26.435,32.698,37.604,41.765,45.463,48.855,52,55.239,58.675,62.2,65.714,69.337,73.106,77.2,81.388,85.322,89.388,93.737,98.545,104.17,111.66,120.66
10,20,28.886,35.149,40.071,44.408,48.384,52.063,55.573,59.247,63.208,67.361,71.482,75.604,79.788,84.259,88.745,92.953,97.263,101.7,106.52,112.15,120.01,130.01
11,22,31.435,37.698,42.671,47.286,51.541,55.565,59.49,63.463,67.722,72.333,76.886,81.302,85.804,90.737,95.635,100.13,104.75,109.37,114.21,119.84,128.24,139.24
12,24,34.235,40.533,45.596,50.569,55.145,59.541,63.922,68.231,72.827,77.992,83.055,87.8,92.651,98.055,103.36,108.17,113.13,118.02,122.89,128.53,137.67,149.67
13,26,37.204,43.753,48.945,54.345,59.278,63.973,68.62,73.259,78.322,84.114,89.722,94.886,100.05,105.69,111.23,116.32,121.67,126.87,131.76,137.59,147.65,160.65
14,28,40.157,47.027,52.459,58.322,63.808,69.192,74.537,79.839,85.447,91.875,98.039,103.75,109.6,115.92,122.13,127.81,133.64,139.18,144.19,150.42,161.45,175.4
14.996,29.988,43.133,50.557,56.29,62.549,68.557,74.604,80.659,86.525,92.655,99.675,106.38,112.58,119.05,126.11,133.02,139.27,145.51,151.41,156.63,163.29,175.24,190.15
15.988,31.965,46.11,54.325,60.427,67.031,73.431,79.945,86.482,92.722,99.125,106.4,113.35,119.86,126.74,134.34,141.77,148.45,155.04,161.29,166.82,174.16,187.09,202.96
16.98,33.945,49.075,58.235,64.894,71.831,78.537,85.373,92.267,98.859,105.56,113.16,120.42,127.26,134.55,142.53,150.32,157.32,164.22,170.84,176.9,185.15,199.04,215.87
17.976,35.941,52.063,62.224,69.8,77.243,84.235,91.361,98.529,105.37,112.38,120.33,127.91,135.06,142.62,150.9,158.98,166.27,173.46,180.62,187.59,196.8,211.67,229.47
18.976,37.941,55.059,66.216,74.792,82.969,90.271,97.706,105.16,112.26,119.53,127.75,135.62,143.02,150.87,159.45,167.84,175.4,182.89,190.85,198.82,209.02,224.86,243.64
19.976,39.937,58.055,70.212,79.788,88.878,96.576,104.29,112.07,119.54,127.2,135.82,144.11,151.91,160.12,169,177.62,185.41,193.37,202.29,211.24,222.41,239.24,258.99
20.973,41.933,61.051,74.208,84.784,94.871,103.06,111.06,119.15,126.96,135.07,144.18,152.94,161.14,169.69,178.85,187.7,195.74,204.48,214.4,224.33,236.48,254.3,275.04
21.973,43.933,64.051,78.208,89.784,100.64,109.17,117.46,125.83,133.93,142.32,151.73,160.75,169.21,178.02,187.42,196.5,204.82,214.45,225.36,236.29,249.44,268.25,289.97
22.973,45.933,67.051,82.208,94.784,106.36,115.17,123.8,132.4,140.72,149.33,158.95,168.17,176.82,185.82,195.41,204.69,213.35,223.92,235.83,247.75,261.89,281.7,304.42
23.973,47.933,70.051,86.208,99.784,112.26,121.45,130.44,139.36,147.92,156.74,166.53,175.91,184.73,193.9,203.71,213.27,222.35,233.87,246.79,259.71,274.85,295.65,319.37
