1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,17.902,19.545,20.988,22.471,23.988,25.302,26.624,28.133,29.91,31.894,33.894,35.894,37.894,39.894,41.894,43.894
3,6,9,12,15,18,20.949,23.537,25.671,27.38,28.871,30.412,31.984,33.337,34.702,36.282,38.216,40.604,43.447,46.447,49.447,52.447,55.447,58.447
4,8,12,16,20,23.89,27.251,30,32.216,33.98,35.51,37.09,38.702,40.094,41.518,43.173,45.212,47.737,50.824,54.525,58.525,62.525,66.525,70.525
5,10,15,20,24.906,29.196,32.753,35.627,37.922,39.733,41.31,42.929,44.58,46.008,47.478,49.192,51.333,54.004,57.267,61.2,65.894,70.894,75.894,80.894
6,12,18,23.984,29.369,33.898,37.647,40.667,43.078,45.012,46.682,48.38,50.125,51.624,53.188,55.008,57.29,60.133,63.608,67.741,72.663,78.463,84.463,90.463
7,14,21,27.722,33.302,37.965,41.851,45.02,47.584,49.71,51.561,53.439,55.365,57.031,58.773,60.788,63.282,66.282,69.922,74.251,79.306,85.424,92.388,99.388
8,16,23.996,31.114,36.776,41.514,45.455,48.69,51.373,53.655,55.659,57.647,59.667,61.431,63.259,65.361,67.961,71.071,74.765,79.216,84.388,90.604,98.176,106.18
9,18,26.82,34.114,39.855,44.663,48.643,51.941,54.718,57.137,59.216,61.239,63.29,65.086,66.961,69.098,71.737,74.929,78.663,83.173,88.42,94.733,102.5,111.39
10,20,29.337,36.725,42.561,47.439,51.459,54.824,57.698,60.243,62.392,64.455,66.545,68.388,70.353,72.569,75.263,78.545,82.318,86.875,92.169,98.557,106.38,115.78
11,21.929,31.494,38.969,44.867,49.808,54.078,57.71,60.796,63.576,66.039,68.545,70.965,73.024,75.216,77.671,80.616,84.208,88.09,92.671,97.996,104.43,112.31,121.87
12,23.694,33.353,40.898,46.839,51.945,56.647,60.576,63.855,66.847,69.69,73.125,76.239,78.525,80.941,83.549,86.706,90.686,94.984,99.733,105.07,111.54,119.47,129.11
13,25.376,35.09,42.678,48.671,54.149,59.239,63.455,66.996,70.365,73.722,78.11,82.047,84.929,87.906,91.114,94.965,99.659,104.61,109.77,115.15,121.63,129.6,139.31
14,26.992,36.745,44.353,50.427,56.529,62.42,67.451,71.8,76.012,80.129,85.459,90.267,93.902,97.831,101.99,106.83,112.42,118.04,123.6,129.02,135.51,143.52,153.28
15,28.506,38.31,45.945,52.102,58.82,65.588,71.612,76.961,82.071,86.894,93.122,98.737,103,107.75,112.88,118.56,124.8,130.9,136.76,142.21,148.73,156.78,166.6
16,30.031,39.902,47.592,53.788,60.945,68.361,75.231,81.529,87.38,92.639,99.227,105.15,109.74,115.11,120.97,127.3,134.01,140.52,146.62,152.11,158.68,166.79,176.69
17,31.663,41.624,49.404,55.651,63.106,71.078,78.612,85.675,92.275,98.004,104.9,111.12,116.24,122.37,128.89,135.68,142.76,149.6,155.93,161.48,168.16,176.37,186.37
18,33.471,43.565,51.427,57.729,65.384,73.788,81.824,89.467,96.671,103.02,110.52,117.32,122.95,129.52,136.49,143.76,151.22,158.37,164.92,170.52,177.27,185.53,195.82
19,35.455,45.863,53.78,60.122,67.894,76.714,85.271,93.357,100.89,107.58,115.51,122.76,128.79,135.75,143.05,150.82,158.72,166.22,172.86,178.46,185.21,193.57,204.56
20,37.455,48.506,56.478,62.839,70.635,79.843,88.984,97.655,105.75,113,121.5,129.41,136.18,143.85,151.76,160.04,168.41,176.3,183.2,189.23,196.48,205.63,217.62
21,39.455,51.475,60.145,66.835,74.761,84.353,94.024,103.25,111.96,119.92,129.34,138.24,145.94,154.37,162.89,171.68,180.5,188.73,196.17,203.1,211.35,221.5,234.49
22,41.455,54.475,64.145,71.812,80.694,91.278,101.51,111.2,120.4,128.91,138.9,148.36,156.58,165.44,174.35,183.45,192.57,201.07,208.69,215.7,224.42,235.5,249.49
23,43.455,57.475,68.145,76.812,86.659,97.918,108.5,118.47,127.98,136.8,147.12,156.89,165.4,174.56,183.74,193.1,202.48,211.3,219.29,226.55,235.62,247.24,262.07
23.996,45.443,60.451,72.086,81.424,91.647,102.95,113.68,123.96,133.73,142.84,153.47,163.55,172.36,181.81,191.27,200.91,210.65,219.94,228.44,236.15,245.55,257.6,272.92
