1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,18,20,21.98,23.933,25.851,27.812,29.812,31.812,33.812,35.812,37.812,39.812,41.812,43.812,45.812,47.812
3,6,9,12,15,18,21,24,26.875,29.486,31.773,33.945,36.051,38.22,40.624,43.337,46.306,49.306,52.306,55.306,58.306,61.306,64.306,67.306
4,8,12,16,20,24,27.898,31.353,34.369,37.016,39.325,41.529,43.718,45.945,48.384,51.141,54.384,58.2,62.2,66.2,70.2,74.2,78.2,82.2
5,10,15,20,25,29.851,33.969,37.435,40.463,43.133,45.502,47.808,50.153,52.471,54.957,57.749,60.992,64.918,69.627,74.627,79.627,84.627,89.627,94.627
6,12,18,24,29.878,34.929,39.059,42.651,45.941,49.031,51.914,54.855,57.906,60.784,63.608,66.533,69.796,73.725,78.514,84.224,90.224,96.224,102.22,108.22
7,14,21,28,34.227,39.29,43.71,47.847,51.91,55.941,59.776,63.667,67.667,71.49,75.141,78.584,82.129,86.141,90.937,96.824,103.75,110.75,117.75,124.75
8,16,24,31.831,38.141,43.361,48.275,53.012,57.78,62.647,67.357,72.149,77.039,81.769,86.208,90.271,94.333,98.631,103.49,109.37,116.92,124.92,132.92,140.92
9,18,27,35.365,41.678,47.094,52.463,57.784,63.259,68.969,74.569,80.255,86.027,91.671,96.98,101.71,106.31,110.99,115.96,121.84,129.66,138.64,147.64,156.64
10,20,30,38.851,45.173,50.8,56.635,62.498,68.6,75.043,81.435,87.882,94.373,100.65,106.47,111.59,116.57,121.68,126.95,132.87,140.71,150.4,160.4,170.4
11,22,33,42.361,48.69,54.561,60.729,66.757,73,79.592,86.239,93.243,100.1,106.48,112.36,117.61,122.72,128.05,133.74,139.78,147.67,158.03,169.03,180.03
12,24,36,46.122,52.549,58.714,65.106,71.255,77.592,84.239,90.98,98.569,105.93,112.44,118.47,123.84,129.12,134.75,140.91,147.18,155.25,166.4,178.4,190.4
13,26,39,50.071,56.776,63.298,70.11,76.478,83.027,89.941,97.012,105.19,113.15,120.09,126.53,132.24,137.92,144.04,150.69,157.22,165.45,177.37,190.37,203.37
14,28,42,53.902,60.8,67.675,75.051,81.969,89.118,96.694,104.27,113.08,121.68,129.12,136.26,142.71,149.07,155.76,162.9,169.75,178.23,190.98,204.98,218.98
15,30,45,57.859,65.196,72.443,80.353,87.859,95.745,104.03,112.05,121.44,130.62,138.46,146.2,153.41,160.42,167.6,175.22,182.48,191.39,205.06,220.06,235.05
16,32,48,61.859,69.882,77.596,86,94.043,102.6,111.51,119.87,129.4,138.73,146.76,155,162.79,170.31,177.93,186,193.64,202.96,217.53,233.53,249.52
17,34,50.992,65.851,74.62,82.753,91.635,100.14,109.21,118.56,127.13,136.76,146.26,154.41,162.86,171.01,178.92,186.92,195.4,203.67,213.78,229.29,246.27,263.22
17.996,35.996,53.976,69.788,79.486,88.49,97.949,106.87,116.25,125.68,134.33,144.16,153.92,162.25,170.8,179.02,187.22,195.61,204.53,213.6,224.64,241.05,258.96,276.85
18.984,37.973,56.918,73.69,84.361,94.349,104.56,113.88,123.52,133.13,142.04,152.1,162.06,170.63,179.47,187.93,196.4,205.15,214.5,224.31,236.22,253.53,272.31,291.13
19.961,39.914,59.816,77.561,89.188,100.14,111.27,121.05,130.95,140.84,150.15,160.72,171.3,180.46,189.77,198.53,207.25,216.31,225.96,236.1,248.76,266.93,286.59,306.28
20.929,41.855,62.729,81.443,94.031,105.93,118,128.36,138.47,148.53,158.02,168.85,179.82,189.26,198.71,207.61,216.52,225.88,235.81,245.96,258.96,277.85,298.34,318.92
21.902,43.792,65.616,85.275,98.816,111.64,124.62,135.57,145.96,156.14,165.67,176.54,187.56,197.04,206.56,215.57,224.67,234.36,244.56,254.74,267.83,287.25,308.51,329.89
22.867,45.725,68.51,89.125,103.63,117.38,131.24,142.72,153.46,163.87,173.56,184.56,195.71,205.34,215,224.18,233.53,243.54,254.06,264.29,277.47,297.07,318.95,341.05
23.847,47.663,71.412,92.965,108.31,123.05,137.79,149.73,160.85,171.58,181.47,192.63,203.94,213.72,223.53,232.93,242.58,252.92,263.81,274.33,287.67,307.31,329.49,352.23
