1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,17.984,19.792,21.306,22.765,24.2,25.702,27.443,29.404,31.404,33.404,35.404,37.404,39.404,41.404,43.404,45.404
3,6,9,12,15,18,20.961,23.616,25.898,27.808,29.345,30.839,32.341,33.882,35.678,37.851,40.478,43.459,46.459,49.459,52.459,55.459,58.459,61.459
4,8,12,16,20,23.871,27.125,29.816,32.122,34.063,35.655,37.196,38.784,40.412,42.275,44.482,47.133,50.525,54.486,58.486,62.486,66.486,70.486,74.486
5,10,15,20,24.898,29.012,32.282,35.004,37.353,39.365,41.071,42.8,44.659,46.478,48.396,50.643,53.31,56.702,61.02,65.984,70.984,75.984,80.984,85.984
6,12,18,23.98,29.196,33.314,36.71,39.753,42.627,45.329,47.796,50.329,53.067,55.694,58.157,60.643,63.365,66.776,71.102,76.529,82.529,88.529,94.529,100.53
7,14,21,27.714,32.957,37.204,41.071,44.753,48.459,52.122,55.533,59.008,62.71,66.306,69.616,72.667,75.741,79.286,83.631,89.157,96.016,103.02,110.02,117.02
8,16,24,31.059,36.318,40.8,45.176,49.478,53.886,58.345,62.596,66.933,71.506,75.988,80.051,83.69,87.267,91.137,95.561,101.09,108.55,116.55,124.55,132.55
9,18,26.949,34.255,39.533,44.263,49.114,54.02,59.169,64.502,69.643,74.839,80.271,85.643,90.553,94.839,98.918,103.17,107.73,113.26,120.94,129.9,138.9,147.9
10,20,29.867,37.408,42.702,47.733,53.071,58.486,64.176,70.122,75.961,81.863,87.941,93.886,99.243,103.89,108.3,112.95,117.83,123.4,131.13,140.86,150.86,160.86
11,22,32.851,40.765,46.106,51.502,57.094,62.663,68.475,74.533,80.541,86.918,93.353,99.384,104.83,109.6,114.17,118.99,124.2,129.87,137.72,148.29,159.29,170.29
12,24,35.851,44.412,49.847,55.557,61.42,67.161,73.11,79.294,85.4,92.2,99.071,105.22,110.82,115.74,120.5,125.62,131.15,136.99,145.1,156.61,168.61,180.61
13,26,38.851,47.827,53.412,59.545,65.859,71.929,78.192,84.729,91.114,98.467,105.95,112.38,118.36,123.63,128.8,134.38,140.35,146.42,154.76,167.19,180.19,193.19
14,28,41.851,51.443,57.259,63.871,70.714,77.369,84.235,91.298,98.055,106.01,114.15,120.96,127.34,133.1,138.79,144.88,151.31,157.65,166.44,179.86,193.86,207.86
15,30,44.851,55.302,61.545,68.69,76.055,83.173,90.51,98.027,105.18,113.68,122.45,129.65,136.43,142.65,148.74,155.27,162.16,168.86,178.24,192.66,207.66,222.65
16,32,47.851,59.224,65.965,73.592,81.478,89.122,97.051,105.11,112.58,121.22,130.15,137.54,144.76,151.45,157.98,164.91,172.23,179.31,189.3,204.72,220.71,236.71
17,34,50.851,63.204,70.741,79.043,87.38,95.451,103.78,112.15,119.76,128.5,137.55,145.03,152.43,159.37,166.2,173.45,181.2,189.17,200.11,216.51,233.49,250.47
18,36,53.847,67.192,75.729,84.929,93.722,102.15,110.65,119.07,126.8,135.73,145,152.65,160.14,167.15,174.21,181.78,190.09,199,210.93,228.29,246.24,264.2
18.996,37.992,56.831,71.157,80.659,90.847,100.22,109,117.71,126.41,134.44,143.59,153.07,160.95,168.75,176,183.31,191.18,200.15,210,222.85,241.15,260.04,278.95
19.984,39.949,59.757,75.012,85.478,96.635,106.73,115.79,124.75,133.79,142.25,151.96,162.07,170.51,178.73,186.25,193.8,201.97,211.43,222.12,235.83,255.03,274.8,294.62
20.949,41.886,62.651,78.839,90.259,102.34,113.17,122.56,131.71,140.89,149.51,159.49,169.98,178.66,187.02,194.67,202.42,210.91,220.72,232.2,246.79,266.86,287.52,308.21
21.91,43.808,65.49,82.565,94.882,107.8,119.24,129.01,138.39,147.67,156.34,166.36,176.9,185.63,194.05,201.83,209.82,218.63,228.74,240.96,256.4,277.33,298.84,320.41
22.871,45.749,68.412,86.224,99.192,112.87,124.92,135.07,144.79,154.28,163.09,173.25,183.93,192.8,201.38,209.35,217.6,226.75,237.2,250.1,266.41,288.16,310.55,333
23.8,47.412,70.608,88.584,102.15,116.83,129.49,140.02,150.12,159.91,168.92,179.24,190.09,199.11,207.85,216.07,224.64,234.12,244.98,258.32,275.42,298.08,321.32,344.6
