1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,18,20,21.988,23.953,25.91,27.894,29.894,31.894,33.894,35.89,37.851,39.788,41.71,43.62,45.482,47.329
3,6,9,12,15,18,21,23.914,26.514,28.843,31.039,33.165,35.271,37.467,39.847,42.584,45.298,47.82,50.239,52.6,54.929,57.239,59.482,61.698
4,8,12,16,20,23.957,27.486,30.525,33.129,35.459,37.655,39.78,41.886,44.082,46.463,49.243,52.086,54.745,57.38,60.031,62.686,65.322,67.882,70.427
5,10,15,20,24.882,29.133,32.667,35.722,38.349,40.694,42.906,45.039,47.149,49.353,51.745,54.533,57.38,60.047,62.706,65.42,68.247,71.169,74.043,76.886
6,12,18,23.933,29.063,33.333,36.914,40.004,42.655,45.02,47.247,49.408,51.573,53.831,56.267,59.082,61.945,64.627,67.294,70.016,72.855,75.902,79.059,82.18
7,14,21,27.459,32.612,36.933,40.565,43.706,46.424,48.886,51.282,53.69,56.075,58.533,61.133,64.051,66.969,69.678,72.361,75.098,77.945,81.004,84.337,87.741
8,16,23.933,30.569,35.761,40.133,43.882,47.224,50.176,53,55.812,58.635,61.38,64.133,66.957,70.051,73.086,75.863,78.584,81.341,84.2,87.259,90.675,94.333
9,18,26.667,33.353,38.592,43.075,47.137,50.886,54.243,57.541,60.796,64.059,67.2,70.278,73.345,76.635,79.812,82.694,85.471,88.247,91.118,94.176,97.651,101.54
10,20,29.31,36.031,41.333,46.11,50.573,54.643,58.373,62.11,65.871,69.627,73.22,76.667,79.953,83.408,86.69,89.651,92.498,95.294,98.173,101.23,104.77,108.9
11,22,32.043,38.8,44.216,49.431,54.298,58.784,62.933,67.059,71.216,75.471,79.459,83.176,86.682,90.365,93.816,96.882,99.82,102.67,105.55,108.6,112.25,116.62
12,24,34.98,41.902,47.455,53.102,58.443,63.357,67.745,72.082,76.655,81.384,85.682,89.725,93.588,97.459,101.03,104.23,107.32,110.26,113.14,116.2,120.01,124.6
13,26,37.98,45.404,51.122,57.204,62.98,68.333,73.063,77.651,82.51,87.62,92.153,96.569,100.74,104.8,108.48,111.81,115.1,118.12,121,124.09,128.1,132.92
14,28,40.98,49.082,55.267,61.859,68.118,74.008,79.255,84.29,89.467,95.016,99.737,104.32,108.75,113.14,117.08,120.61,124.13,127.25,130.16,133.38,137.6,142.64
15,30,43.98,52.922,59.729,66.898,73.698,80.125,85.898,91.412,97.102,103.1,108.02,112.76,117.44,122.11,126.31,130.08,133.75,137,139.97,143.3,147.73,152.99
16,32,46.98,56.855,64.251,72.008,79.451,86.541,92.898,98.976,105.2,111.7,116.9,121.85,126.8,131.85,136.33,140.33,144.15,147.53,150.56,154.05,158.69,164.16
17,34,49.98,60.855,69.082,77.447,85.471,93.149,100.05,106.65,113.35,120.26,125.78,130.98,136.22,141.66,146.45,150.64,154.61,158.12,161.28,164.96,169.81,175.5
18,36,52.98,64.855,74.075,83.188,91.796,100.02,107.41,114.47,121.61,128.89,134.69,140.14,145.63,151.32,156.36,160.73,164.83,168.49,171.85,175.74,180.8,186.7
19,38,55.98,68.855,79.075,89.067,98.286,107.07,114.9,122.33,129.86,137.46,143.51,149.09,154.82,160.81,166.05,170.57,174.81,178.67,182.23,186.33,191.6,197.73
20,40,58.98,72.855,84.075,95.043,104.93,114.26,122.59,130.54,138.57,146.57,152.95,158.77,164.71,170.93,176.33,180.97,185.37,189.44,193.22,197.54,203.02,209.37
21,42,61.98,76.855,89.075,101.02,111.56,121.39,130.25,138.73,147.29,155.74,162.48,168.54,174.64,181.01,186.53,191.3,195.91,200.2,204.19,208.73,214.44,221.01
22,44,64.98,80.855,94.075,106.77,117.79,128.12,137.44,146.42,155.47,164.35,171.39,177.68,183.94,190.44,196.09,200.98,205.81,210.33,214.55,219.31,225.24,232.04
23,46,67.98,84.855,99.075,112.52,123.99,134.87,144.67,154.08,163.53,172.75,180.07,186.57,193,199.63,205.39,210.39,215.46,220.22,224.67,229.65,235.8,242.83
24,48,70.98,88.855,104.07,118.45,130.39,141.87,152.25,162.22,172.23,181.99,189.67,196.42,203.04,209.84,215.74,220.96,226.45,231.51,236.19,241.4,247.78,255.03
