1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,17.898,19.62,21.078,22.424,23.929,25.639,27.388,29.2,31.055,32.843,34.561,36.267,37.929,39.596,41.42,43.388
3,6,9,12,15,18,20.831,23.231,25.255,27.008,28.471,29.816,31.322,33.047,34.839,36.745,38.824,40.957,43.012,45.035,47.02,49.024,51.216,53.698
4,8,12,16,19.996,23.608,26.545,28.961,31.008,32.788,34.29,35.671,37.2,38.945,40.749,42.663,44.749,46.957,49.243,51.588,53.89,56.22,58.745,61.565
5,10,15,20,24.647,28.29,31.278,33.749,35.843,37.663,39.208,40.624,42.176,43.937,45.753,47.678,49.776,51.992,54.31,56.859,59.451,62.075,64.91,68.047
6,12,18,23.961,28.835,32.518,35.569,38.086,40.208,42.043,43.596,45.024,46.58,48.341,50.157,52.086,54.192,56.412,58.729,61.322,64.137,67.043,70.173,73.616
7,14,21,27.576,32.502,36.239,39.329,41.894,44.114,46.118,47.851,49.439,51.102,52.937,54.8,56.745,58.859,61.082,63.4,65.992,68.937,72.102,75.506,79.231
8,16,23.949,30.765,35.733,39.525,42.675,45.439,47.965,50.325,52.388,54.278,56.208,58.22,60.208,62.212,64.349,66.58,68.906,71.502,74.502,77.89,81.541,85.529
9,18,26.808,33.741,38.765,42.6,45.867,48.933,51.792,54.494,56.859,59.031,61.235,63.443,65.576,67.663,69.847,72.094,74.427,77.024,80.059,83.663,87.561,91.808
10,20,29.757,36.894,41.965,45.89,49.427,52.792,55.941,59.004,61.729,64.243,66.792,69.278,71.592,73.773,76.008,78.294,80.635,83.231,86.353,90.184,94.329,98.831
11,22,32.757,40.275,45.361,49.518,53.467,57.094,60.384,63.58,66.467,69.267,72.094,74.718,77.114,79.353,81.624,83.976,86.357,88.953,92.192,96.251,100.64,105.39
12,24,35.757,43.894,49.051,53.639,58.086,62.082,65.525,68.808,71.851,75.012,78.043,80.761,83.286,85.6,87.937,90.369,92.808,95.416,98.812,103.1,107.73,112.74
13,26,38.675,47.329,52.945,57.925,62.792,67.153,70.843,74.29,77.533,81.043,84.267,87.047,89.698,92.114,94.533,97.047,99.588,102.26,105.8,110.31,115.18,120.46
14,28,41.533,50.584,56.624,62.043,67.298,72.051,76.047,79.737,83.243,87.239,90.725,93.549,96.29,98.859,101.41,104.02,106.66,109.38,113.04,117.78,122.9,128.44
15,30,44.525,54.125,60.565,66.431,72.09,77.216,81.533,85.525,89.451,93.969,97.737,100.65,103.45,106.1,108.75,111.46,114.17,116.93,120.77,125.74,131.1,136.89
16,32,47.525,58.063,65.063,71.365,77.416,82.925,87.592,91.957,96.176,100.92,104.8,107.77,110.64,113.38,116.11,118.91,121.69,124.58,128.62,133.82,139.42,145.47
17,34,50.525,62.063,70.008,76.961,83.38,89.231,94.184,98.733,103.04,107.84,111.78,114.78,117.67,120.47,123.26,126.16,129.08,132.16,136.42,141.85,147.69,154.01
18,36,53.525,66.063,75.008,82.812,89.616,95.788,100.93,105.66,110.21,115.27,119.36,122.42,125.36,128.22,131.09,134.12,137.21,140.49,144.97,150.63,156.73,163.3
19,38,56.525,70.063,80.008,88.808,96.145,102.59,107.98,112.98,117.85,123.15,127.39,130.52,133.53,136.46,139.42,142.6,145.87,149.35,154.05,159.95,166.29,173.12
20,40,59.525,74.063,85.008,94.808,102.89,109.61,115.27,120.57,125.74,131.25,135.64,138.87,141.94,144.94,147.99,151.34,154.78,158.45,163.37,169.5,176.08,183.17
21,42,62.525,78.063,90.008,100.81,109.65,116.68,122.62,128.2,133.62,139.34,143.89,147.21,150.35,153.41,156.54,160.05,163.67,167.53,172.64,178.99,185.8,193.13
21.996,43.992,65.514,82.047,94.992,106.79,116.25,123.6,129.85,135.7,141.34,147.19,151.82,155.19,158.36,161.44,164.62,168.22,171.95,175.92,181.17,187.66,194.71,202.5
22.918,45.835,68.275,85.725,99.596,112.26,122.39,130.39,137.29,143.77,150.04,156.46,161.63,165.52,169.22,172.82,176.52,180.64,184.89,189.4,195.18,202.21,209.89,218.43
23.918,47.835,71.275,89.725,104.6,118.26,129.39,138.39,146.29,153.77,161.04,168.46,174.63,179.52,184.22,188.82,193.52,198.64,203.89,209.4,216.18,224.21,232.89,242.43
