1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48
3,6,9,12,15,18,21,23.949,26.729,29.439,32.161,34.875,37.612,40.431,43.353,46.325,49.325,52.325,55.325,58.325,61.325,64.325,67.325,70.325
4,8,12,16,20,23.996,27.737,31.145,34.443,37.788,41.153,44.525,47.949,51.439,55.035,58.675,62.388,66.267,70.267,74.267,78.267,82.267,86.267,90.267
5,10,15,20,24.98,29.569,33.6,37.525,41.529,45.565,49.624,53.71,57.851,62.035,66.286,70.588,74.918,79.29,84.027,89.027,94.027,99.027,104.03,109.03
6,12,18,23.996,29.592,34.447,38.969,43.565,48.251,52.992,57.812,62.706,67.639,72.561,77.502,82.427,87.333,92.282,97.533,103.35,109.35,115.35,121.35,127.35
7,14,21,27.706,33.663,38.89,43.988,49.188,54.522,59.988,65.608,71.333,77.086,82.792,88.482,94.031,99.459,104.9,110.64,116.85,123.55,130.55,137.55,144.55
8,16,23.973,31.133,37.439,43.122,48.741,54.506,60.451,66.631,73.043,79.569,86.11,92.569,98.996,105.14,111.09,117,123.17,129.73,136.81,144.65,152.65,160.65
9,18,26.906,34.451,41.149,47.282,53.388,59.749,66.333,73.204,80.337,87.647,94.929,102.06,109.16,115.9,122.38,128.75,135.28,142.19,149.58,157.97,166.97,175.97
10,20,29.847,37.8,44.886,51.435,57.973,64.71,71.62,78.773,86.231,94.086,101.89,109.38,116.69,123.67,130.41,137.08,143.96,151.23,158.95,167.76,177.69,187.69
11,22,32.831,41.333,48.831,55.812,62.655,69.616,76.765,84.051,91.624,99.949,108.22,115.81,123.23,130.4,137.35,144.25,151.46,159.03,167.06,176.32,187.21,198.21
12,24,35.831,45.035,52.973,60.435,67.592,74.827,82.31,89.835,97.592,106.36,115.08,122.87,130.45,137.9,145.08,152.21,159.76,167.67,175.97,185.79,197.68,209.68
13,26,38.831,48.769,57.247,65.243,72.89,80.498,88.235,96.031,104.16,113.4,122.6,130.75,138.69,146.37,153.86,161.4,169.36,177.72,186.37,196.61,209.35,222.35
14,28,41.812,52.255,61.275,69.776,78.067,86.263,94.569,102.93,111.47,121.21,130.96,139.49,147.93,156.06,164.03,172.09,180.5,189.27,198.36,208.79,221.99,235.99
15,30,44.804,55.773,65.235,74.169,82.847,91.506,100.36,109.22,118.09,128.19,138.29,147.1,155.92,164.53,172.88,181.29,190.02,199.14,208.51,219.18,232.96,247.93
16,31.996,47.8,59.357,69.255,78.639,87.682,96.776,106.12,115.36,124.46,134.7,144.95,153.95,163.07,172.05,180.77,189.47,198.53,208.01,217.66,228.64,243.25,259.13
16.996,33.992,50.796,63.145,73.498,83.341,92.78,102.3,111.99,121.6,131.07,141.62,152.14,161.48,170.94,180.19,189.26,198.27,207.65,217.47,227.4,238.89,254.44,271.24
17.996,35.992,53.796,67.106,78.016,88.306,98.137,108.03,118.04,127.97,137.73,148.56,159.4,169,178.75,188.26,197.62,206.94,216.64,226.78,237.13,249.45,265.94,283.66
18.996,37.992,56.792,71.102,82.984,93.839,104.07,114.32,124.62,134.76,144.68,155.69,166.69,176.45,186.36,196.1,205.75,215.37,225.37,236.15,247.37,260.66,278.1,296.78
19.996,39.992,59.792,75.102,87.984,99.612,110.25,120.89,131.49,141.93,152.13,163.38,174.62,184.62,194.79,204.78,214.73,224.67,234.97,246.6,258.8,273.04,291.43,311.05
20.996,41.992,62.792,79.102,92.984,105.45,116.49,127.53,138.45,149.18,159.63,171.18,182.73,192.98,203.43,213.71,223.94,234.17,244.78,257.25,270.44,285.64,304.99,325.57
21.996,43.992,65.792,83.102,97.984,111.08,122.45,133.87,145.15,156.2,166.96,178.87,190.78,201.38,212.16,222.73,233.24,243.75,254.6,267.54,281.72,297.9,318.22,339.77
22.996,45.992,68.792,87.102,102.98,116.65,128.29,140.04,151.58,162.92,173.95,186.12,198.28,209.13,220.15,230.94,241.67,252.43,263.52,276.69,291.75,308.92,330.23,352.75
23.996,47.992,71.792,91.102,107.98,122.41,134.32,146.44,158.26,169.8,181.03,193.4,205.79,216.84,228.06,239.05,250.03,261.1,272.47,285.91,301.84,320.02,342.31,365.81
