0.18039,0.36078,0.5451,0.73333,0.90588,1.0549,1.3294,1.6471,1.9686,2.2431,2.4627,2.651,2.8275,2.9882,3.1647,3.3255,3.4784,3.6431,3.8196,4.0196,4.1843,4.3412,4.498,4.651
0.36471,0.73333,1.1098,1.4745,1.7451,2.1569,2.7843,3.4118,4.0667,4.7137,5.3333,5.9373,6.4824,6.9255,7.3294,7.7333,8.1098,8.4706,8.8118,9.1843,9.5294,9.8471,10.169,10.475
0.55294,1.1176,1.6824,2.1804,2.5882,3.3804,4.4627,5.6314,6.9059,8.2235,9.5294,10.804,11.98,12.937,13.8,14.667,15.467,16.161,16.741,17.298,17.855,18.325,18.796,19.251
0.7451,1.502,2.2353,2.9451,3.6941,5.0196,6.7843,8.6745,10.702,12.784,14.867,16.918,18.855,20.537,22.125,23.686,25.129,26.38,27.396,28.267,29.035,29.678,30.275,30.863
0.94118,1.8784,2.7804,3.8627,5.1765,7.1686,9.6706,12.31,15.086,17.922,20.761,23.573,26.267,28.69,31.012,33.275,35.365,37.224,38.8,40.161,41.247,42.067,42.8,43.502
1.1412,2.2549,3.4588,5.0667,7.0157,9.7216,12.988,16.388,19.922,23.529,27.133,30.694,34.125,37.278,40.325,43.298,46.059,48.525,50.655,52.553,54.071,55.125,56.043,56.851
1.3333,2.6588,4.2431,6.4157,9.0118,12.459,16.49,20.631,24.925,29.302,33.686,38.039,42.239,46.145,49.965,53.706,57.169,60.282,62.984,65.416,67.396,68.773,69.89,70.812
1.5294,3.0706,5.0392,7.7765,11.024,15.188,19.937,24.769,29.706,34.631,39.6,44.651,49.612,54.278,58.839,63.239,67.18,70.737,73.949,76.898,79.325,81.035,82.337,83.369
1.7255,3.4902,5.8392,9.1529,13.059,17.859,23.239,28.698,34.204,39.616,45.086,50.686,56.204,61.443,66.498,71.278,75.596,79.533,83.169,86.573,89.412,91.431,92.886,94.024
1.9255,3.898,6.4706,10.275,14.812,20.251,26.216,32.224,38.122,43.929,49.91,56.145,62.267,67.988,73.471,78.675,83.573,87.839,91.812,95.569,98.8,101.16,102.74,103.97
2.2235,4.6941,7.7647,12.035,17.149,23.314,29.918,36.553,43.102,49.573,56.141,63.016,69.682,75.965,81.827,87.4,92.725,97.431,101.87,106.04,109.68,112.41,114.19,115.52
2.6353,5.7098,9.3765,14.173,19.843,26.706,34.02,41.396,48.71,55.957,63.278,70.78,78.094,85.137,91.467,97.392,103.27,108.56,113.5,118.11,122.2,125.33,127.35,128.8
3.2196,6.9569,11.173,16.494,22.651,30.149,38.212,46.333,54.412,62.439,70.408,78.525,86.624,94.404,101.33,107.67,114.13,120,125.53,130.74,135.35,138.85,141.15,142.71
3.7098,8.0941,12.933,18.776,25.49,33.624,42.384,51.224,59.984,68.588,77.063,85.682,94.325,102.64,109.95,116.68,123.56,129.99,136.05,141.8,146.84,150.69,153.3,154.95
3.9725,8.9961,14.569,20.937,28.216,36.961,46.349,55.831,65.18,74.294,83.392,92.439,101.42,109.98,117.5,124.48,131.71,138.57,145.08,151.29,156.75,160.95,163.84,165.56
4.149,9.4549,15.576,22.404,30.2,39.573,49.639,59.851,69.922,79.667,89.306,98.839,108.29,117.26,125.14,132.47,140.19,147.67,154.73,161.38,167.2,171.71,174.76,176.56
4.3333,9.7804,16.035,23.122,31.373,41.294,51.941,62.843,73.537,83.722,93.761,103.63,113.35,122.63,130.82,138.46,146.49,154.43,162.04,169.15,175.27,179.95,183.07,184.96
4.5098,10.106,16.494,23.769,32.412,42.776,53.867,65.345,76.537,87.227,97.851,108.27,118.51,128.26,136.94,145.04,153.46,161.83,169.93,177.4,183.83,188.65,191.86,193.83
4.6824,10.424,16.957,24.373,33.294,44.024,55.514,67.427,79.055,90.349,101.58,112.51,123.18,133.36,142.44,150.97,159.87,168.69,177.18,184.95,191.6,196.53,199.81,201.86
4.8627,10.757,17.435,24.992,34.075,45.082,56.922,69.173,81.141,92.965,104.8,116.29,127.41,138.03,147.57,156.55,165.89,175.05,183.76,191.77,198.58,203.6,206.96,209.09
5.0471,11.106,17.929,25.635,34.976,46.247,58.318,70.792,82.996,95.161,107.45,119.43,131.06,142.14,152.2,161.58,171.22,180.56,189.45,197.65,204.59,209.68,213.12,215.33
5.2353,11.463,18.447,26.569,36.153,47.678,59.941,72.576,84.961,97.353,109.91,122.2,134.18,145.58,155.97,165.62,175.41,184.89,193.93,202.3,209.33,214.49,218,220.3
5.4039,11.816,19.243,27.878,37.635,49.439,62,74.78,87.325,99.89,112.62,125.09,137.25,148.8,159.36,169.13,179.02,188.61,197.78,206.35,213.6,218.88,222.51,224.91
5.8275,12.855,20.98,30.09,39.984,52.075,65.016,77.969,90.635,103.32,116.16,128.75,141.02,152.69,163.36,173.22,183.2,192.93,202.31,211,218.6,224.21,228.18,230.96
