0.28235,0.48235,0.6549,0.94118,1.2549,1.5725,2.0863,3.0078,3.4706,3.8039,4.1373,4.5216,5.0745,5.6549,6.2941,6.851,7.2118,7.5373,7.8667,8.1922,8.5176,8.8431,9.1529,9.4314
0.56078,0.99216,1.3333,1.9137,2.5529,3.2,4.3333,6.2471,7.1569,7.8353,8.5176,9.3569,10.345,11.443,12.549,13.471,14.184,14.89,15.604,16.306,16.992,17.647,18.263,18.902
0.83922,1.5451,2.0902,2.9882,3.9765,4.9765,6.8118,9.651,10.98,12.031,13.09,14.404,15.816,17.173,18.71,20.125,21.29,22.463,23.6,24.659,25.639,26.549,27.573,28.89
1.1294,2.1412,3.0078,4.2588,5.6078,6.9843,9.5961,13.286,15.024,16.471,17.827,19.549,21.439,23.149,25.192,27.145,28.761,30.475,31.98,33.271,34.475,35.741,37.38,39.239
1.5569,2.9451,4.2,5.8,7.5294,9.302,12.761,17.212,19.357,21.216,22.792,24.812,27.161,29.325,31.847,34.337,36.357,38.62,40.506,42.031,43.478,45.188,47.306,49.416
2.0471,3.8824,5.7098,7.7098,9.8353,12.035,16.094,21.09,23.686,25.988,27.871,30.063,32.824,35.463,38.353,41.263,43.733,46.31,48.463,50.2,51.812,53.984,56.506,58.859
2.6196,5.0824,7.7216,10.176,12.714,15.373,19.902,25.384,28.471,31.235,33.451,35.765,38.843,41.918,45.216,48.376,51.278,54.259,56.769,58.804,60.675,63.357,66.349,68.98
3.2863,6.3608,9.6,12.447,15.427,18.573,23.612,29.616,33.208,36.482,39.141,41.624,44.878,48.333,52.055,55.518,58.702,62.157,65.114,67.494,69.667,72.808,76.247,79.192
3.9098,7.6431,11.51,14.745,18.192,21.855,27.431,33.988,38.106,41.925,45.192,47.969,51.333,55.082,59.18,63.047,66.467,70.196,73.357,75.902,78.345,81.906,85.737,88.929
4.4824,8.851,13.384,17.114,21.063,25.361,31.698,38.843,43.522,47.961,52.035,55.373,58.945,62.859,67.298,71.557,75.322,79.251,82.537,85.165,87.788,91.757,95.933,99.318
4.898,9.702,14.69,18.922,23.447,28.506,35.718,43.475,48.765,53.949,58.949,63.133,67.165,71.153,75.878,80.49,84.655,88.839,92.31,95.055,97.788,102.01,106.48,110.02
5.3176,10.553,16.031,20.792,25.918,31.729,39.702,48.059,54.02,59.984,65.831,70.816,75.475,79.62,84.525,89.463,94.004,98.549,102.22,105.11,107.96,112.34,117.13,120.94
5.6745,11.263,17.063,22.286,28.004,34.424,43.008,51.941,58.604,65.31,71.875,77.576,82.839,87.361,92.365,97.58,102.45,107.4,111.4,114.46,117.46,122.02,127.16,131.35
5.9569,11.827,17.894,23.569,29.878,36.957,46.176,55.6,62.925,70.49,77.831,84.267,90.18,95.208,100.49,105.92,111.09,116.42,120.83,124.24,127.47,132.34,137.92,142.5
6.2314,12.376,18.733,24.949,31.875,39.733,49.639,59.557,67.482,75.988,84.008,90.941,97.306,102.73,108.39,114.12,119.55,125.21,130.03,133.87,137.49,142.71,148.65,153.55
6.4902,12.925,19.627,26.322,33.718,42.02,52.549,62.918,71.263,80.557,89.098,96.655,103.53,109.28,115.2,121.29,127.07,133.06,138.19,142.42,146.46,152.11,158.45,163.73
6.7333,13.408,20.337,27.388,35.106,43.733,54.816,65.706,74.38,84.294,93.435,101.64,109.06,115.35,121.66,128.02,134.16,140.52,145.93,150.36,154.75,160.82,167.58,173.26
6.9725,13.886,21.043,28.412,36.447,45.373,56.976,68.541,77.553,87.976,97.765,106.56,114.49,121.28,128.12,134.87,141.25,148.06,153.74,158.35,162.86,169.29,176.47,182.55
7.2157,14.357,21.718,29.38,37.757,46.949,59.02,71.333,80.922,91.878,102.3,111.63,120.05,127.36,134.72,141.97,148.56,155.5,161.41,166.18,170.83,177.45,185.02,191.49
7.4392,14.784,22.369,30.435,39.247,48.733,60.973,73.898,84.027,95.533,106.51,116.33,125.25,133.07,140.93,148.69,155.64,162.72,168.86,173.96,178.94,185.75,193.64,200.45
7.6549,15.196,22.988,31.333,40.384,50.078,62.412,75.827,86.482,98.478,109.91,120.2,129.59,137.91,146.28,154.55,161.94,169.31,176.01,181.77,187.17,194.18,202.33,209.47
7.8588,15.592,23.612,32.275,41.604,51.596,64.031,78.008,89.286,101.58,113.13,123.81,133.66,142.45,151.31,160.08,167.97,175.62,182.61,188.78,194.5,201.66,210.02,217.5
8.051,15.965,24.243,33.373,43.153,53.659,66.302,80.663,92.239,104.75,116.39,127.22,137.49,146.72,156.05,165.31,173.68,181.54,188.7,195.18,201.11,208.39,216.81,224.55
8.2235,16.298,24.875,34.745,45.224,56.384,69.227,83.875,95.675,108.38,120.17,131.05,141.61,151.27,161.05,170.8,179.61,187.63,194.91,201.65,207.84,215.24,223.72,231.49
