1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48
3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72
3.949,7.9412,11.941,15.941,19.941,23.941,27.941,31.941,35.941,39.941,43.941,47.941,51.941,55.941,59.941,63.941,67.941,71.941,75.937,79.933,83.933,87.933,91.933,95.933
4.6824,9.5804,14.58,19.58,24.58,29.58,34.58,39.58,44.58,49.58,54.58,59.58,64.58,69.58,74.58,79.58,84.58,89.58,94.494,99.439,104.44,109.44,114.44,119.43
5.349,11.027,16.929,22.863,28.824,34.792,40.769,46.749,52.729,58.694,64.62,70.588,76.541,82.467,88.263,93.906,99.502,105.06,110.47,115.94,121.45,126.96,132.48,137.97
5.8941,12.11,18.588,25.129,31.694,38.333,44.992,51.651,58.294,64.886,71.392,77.984,84.537,90.996,97.247,103.3,109.3,115.24,121.01,126.82,132.65,138.48,144.3,150.09
6.4275,13.161,20.157,27.22,34.294,41.467,48.651,55.824,62.996,70.11,77.125,84.224,91.294,98.263,105.03,111.59,118.09,124.5,130.74,137.01,143.31,149.63,155.92,162.16
6.9176,14.122,21.576,29.082,36.616,44.227,51.851,59.475,67.098,74.671,82.141,89.69,97.208,104.63,111.86,118.85,125.78,132.65,139.37,146.15,153.04,159.99,166.87,173.64
7.3098,14.902,22.761,30.655,38.561,46.573,54.62,62.643,70.639,78.612,86.486,94.435,102.36,110.18,117.81,125.15,132.45,139.7,146.81,153.98,161.28,168.66,175.93,183.12
7.702,15.682,23.949,32.247,40.51,48.933,57.392,65.769,74.125,82.478,90.647,98.91,107.19,115.36,123.33,131,138.63,146.23,153.63,161.09,168.75,176.46,184.11,191.62
8.098,16.424,25.051,33.678,42.314,51.11,59.918,68.62,77.322,86.055,94.588,103.2,111.84,120.4,128.76,136.79,144.75,152.65,160.39,168.21,176.2,184.15,192.17,200.01
8.4667,17.161,26.114,35.004,43.957,53.114,62.235,71.227,80.302,89.475,98.424,107.38,116.37,125.31,133.97,142.23,150.58,158.86,166.94,175.07,183.28,191.49,200.02,208.29
8.7412,17.784,27.035,36.259,45.635,55.184,64.592,73.918,83.424,92.941,102.22,111.48,120.83,130.07,139.01,147.47,156.18,164.83,173.16,181.74,190.33,198.87,207.74,216.31
8.9922,18.29,27.875,37.514,47.302,57.196,66.894,76.545,86.376,96.176,105.66,115.18,124.91,134.43,143.61,152.34,161.37,170.35,179.05,187.96,196.95,205.87,215,223.79
9.5922,19.169,29.075,39.106,49.173,59.369,69.373,79.325,89.388,99.388,109.09,118.85,128.93,138.75,148.28,157.37,166.76,176.09,185.13,194.37,203.76,213.05,222.47,231.43
10.31,20.682,31.22,41.659,51.906,62.349,72.647,82.886,93.133,103.31,113.37,123.48,133.85,143.99,153.81,163.22,172.92,182.59,191.95,201.57,211.34,220.95,230.63,239.76
10.659,21.573,32.855,44.094,54.898,65.643,76.22,86.757,97.408,108.09,118.54,129.04,139.73,150.18,160.28,169.98,180.02,190.04,199.69,209.65,219.84,229.78,239.81,249.36
10.961,22.388,34.078,45.898,57.471,69.043,80.294,91.333,102.59,113.81,124.58,135.45,146.51,157.34,167.83,177.89,188.31,198.73,208.67,218.95,229.51,239.76,250.26,260.28
11.486,23.29,35.329,47.557,59.647,71.847,83.831,95.69,107.71,119.5,130.61,141.73,153.08,164.26,175.1,185.52,196.3,207.06,217.3,227.89,238.77,249.31,260.2,270.54
12.404,24.878,37.275,49.816,62.376,75.016,87.412,99.894,112.67,125.31,137.17,148.76,160.41,171.9,183.04,193.8,204.9,215.92,226.42,237.34,248.45,259.24,270.52,281.19
13.282,26.647,39.847,52.918,65.89,78.89,91.639,104.62,117.9,131.15,143.75,156.16,168.57,180.67,192.23,203.33,214.69,225.96,236.71,247.9,259.23,270.25,281.92,293.06
14.145,28.365,42.443,56.357,70.016,83.404,96.478,109.9,123.65,137.42,150.47,163.47,176.66,189.61,201.99,213.73,225.58,237.14,248.16,259.63,271.15,282.33,294.29,306.07
15,30.071,44.996,59.769,74.294,88.424,102.01,115.86,130.06,144.36,157.78,171.47,185.49,199.24,212.31,224.87,237.53,249.79,261.35,273.13,284.89,296.25,308.59,321.12
